length_px,diameter_px,depth,ratio_pixel_length,ratio_pixel_diameter
299.0,67.0,1120.7,0.8845,0.869
304.0,67.0,1111.98,0.8845,0.869
304.0,68.0,1111.55,0.8868,0.8795
302.0,72.0,1113.12,0.8868,0.8795
302.0,68.0,1112.31,0.8845,0.869
304.0,70.0,1115.76,0.8845,0.869
302.0,69.0,1107.21,0.8868,0.8795
297.0,68.0,1109.36,0.8868,0.8795
301.0,67.0,1112.07,0.8845,0.869
305.0,67.0,1110.75,0.8845,0.869
302.0,69.0,1113.18,0.8845,0.869
302.0,68.0,1113.66,0.8845,0.869
305.0,69.0,1110.36,0.8868,0.8795
306.0,68.0,1113.85,0.8868,0.8795
303.0,68.0,1112.55,0.8868,0.8795
305.0,68.0,1110.45,0.8868,0.8795
305.0,69.0,1113.01,0.8868,0.8795
296.0,68.0,1108.45,0.8868,0.8795
298.0,70.0,1110.44,0.8868,0.8795
292.0,65.0,1119.38,0.8868,0.869
302.0,70.0,1113.04,0.8868,0.8795
296.0,69.0,1112.22,0.8868,0.8795
298.0,69.0,1113.28,0.8845,0.869
294.6,69.0,1112.36,0.8868,0.8795
302.0,69.0,1114.87,0.8868,0.8795
295.28,68.0,1107.19,0.8868,0.869
297.87,68.0,1112.68,0.8868,0.869
298.0,76.0,1112.55,0.8892,0.8795
310.0,67.0,1108.72,0.8892,0.8795
303.0,65.0,1111.54,0.8892,0.8795
297.0,69.0,1112.93,0.8868,0.869
300.0,69.0,1114.52,0.8868,0.8795
297.0,69.0,1111.92,0.8892,0.8795
287.0,75.0,1117.74,0.8892,0.8795
300.0,66.0,1107.36,0.8892,0.8795
299.0,69.0,1115.47,0.8892,0.8902
300.0,69.0,1114.56,0.8868,0.8795
303.0,71.0,1113.43,0.8868,0.8902
304.0,65.0,1109.45,0.8868,0.8902
304.0,67.0,1114.25,0.8892,0.8902
299.0,72.0,1114.39,0.8892,0.8902
302.0,68.0,1112.73,0.8892,0.8902
302.0,68.0,1110.96,0.8892,0.8902
302.0,66.0,1110.84,0.8892,0.8902
306.0,66.0,1116.59,0.8892,0.8902
307.0,68.0,1115.42,0.8892,0.8902
303.0,68.0,1112.1,0.8892,0.8902
298.0,67.0,1110.52,0.8892,0.8902
298.0,72.0,1113.9,0.8892,0.8902
303.0,68.0,1121.68,0.8892,0.8902
300.0,68.0,1112.09,0.8892,0.8902
301.0,68.0,1110.48,0.8892,0.8902
300.0,69.0,1110.43,0.8892,0.8902
289.0,73.0,1114.94,0.8892,0.8902
299.17,68.0,1115.67,0.8892,0.8902
302.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,66.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4753,0.462
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.4746,0.4591
301.0,66.0,590.0,0.4746,0.4591
300.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.4746,0.4591
303.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.4746,0.4534
302.0,66.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
301.0,65.7,590.0,0.4746,0.4562
302.0,66.0,590.0,0.4753,0.4562
295.0,74.0,2085.2,1.6048,1.6591
304.0,104.0,2084.07,1.6048,1.6222
338.0,101.0,2103.78,1.6048,1.6222
306.0,65.0,2067.4,1.6048,1.6222
313.0,66.0,2095.6,1.5972,1.6222
277.0,68.0,2099.05,1.6048,1.6222
341.09,77.0,2098.97,1.6048,1.6222
278.0,75.0,2101.13,1.6048,1.6222
315.72,84.0,2091.19,1.5972,1.6222
299.0,66.0,2094.58,1.6124,1.6591
318.0,66.0,2090.76,1.6124,1.6591
309.63,63.0,2105.9,1.6048,1.6222
328.0,89.0,2072.63,1.6048,1.6222
320.0,86.0,2095.36,1.6048,1.6591
347.0,128.0,2099.41,1.6048,1.6591
276.0,74.0,2084.82,1.6048,1.6591
302.0,122.28,2121.68,1.6048,1.6591
318.0,67.0,2084.0,1.5972,1.6222
309.0,97.0,2076.66,1.6048,1.6591
302.0,80.0,2095.18,1.5972,1.6222
340.0,84.0,2109.99,1.6048,1.6591
333.0,75.0,2116.69,1.6048,1.6591
338.0,94.0,2113.25,1.5972,1.6222
314.03,83.0,2137.43,1.6048,1.6222
303.0,75.0,2111.92,1.6048,1.6222
332.0,85.0,2099.92,1.6048,1.6222
289.0,69.0,2108.42,1.6048,1.6222
291.0,72.0,2120.62,1.6048,1.6222
338.0,94.0,2096.41,1.6048,1.6222
310.0,62.0,2090.0,1.6048,1.6222
295.0,80.0,2091.01,1.5972,1.6222
302.85,101.0,2094.6,1.6048,1.6591
313.0,100.0,2094.01,1.6124,1.6591
315.0,66.0,2096.81,1.6048,1.6222
310.0,80.0,2087.62,1.6048,1.6222
310.0,69.0,2086.98,1.6048,1.6222
339.0,113.0,2089.99,1.6048,1.6222
337.0,108.0,2076.1,1.6048,1.6222
293.0,92.0,2080.69,1.6048,1.6222
308.0,64.0,2097.78,1.6048,1.6222
308.0,94.0,2085.39,1.6202,1.6977
307.0,67.0,2107.53,1.5972,1.6222
300.0,67.0,2083.8,1.5972,1.6222
273.0,66.0,2067.85,1.5972,1.6222
317.0,70.0,2093.72,1.6048,1.6591
327.18,76.0,2058.48,1.6048,1.6591
316.0,72.0,2086.97,1.6048,1.6591
320.0,93.01,2098.3,1.5972,1.6222
312.0,65.0,2091.5,1.6202,1.6977
323.0,62.0,2103.74,1.6202,1.6977
298.0,70.0,2092.74,1.6048,1.6222
325.26,145.52,2081.31,1.6124,1.6591
297.46,64.0,2099.68,1.6124,1.6591
315.0,76.0,2103.73,1.6124,1.6591
346.32,115.0,2093.05,1.6124,1.6591
321.85,100.0,2100.05,1.6048,1.6591
300.4,82.0,2112.09,1.5972,1.6222
309.0,75.0,2122.35,1.6048,1.6222
340.5,119.0,2089.12,1.6124,1.6977
374.0,96.0,2109.85,1.5972,1.6222
295.0,93.0,2103.8,1.5972,1.6222
342.28,87.0,2102.87,1.6124,1.6977
330.0,93.0,2079.25,1.6048,1.6222
329.47,64.0,2095.73,1.5972,1.6222
518.0,245.01,2091.79,1.6048,1.6222
320.0,81.0,2111.12,1.6202,1.6977
304.0,90.0,2092.7,1.6202,1.6977
329.0,79.0,2097.55,1.6202,1.6977
306.0,63.0,2097.59,1.5972,1.6222
317.0,83.56,2089.38,1.6124,1.6977
267.0,68.0,2134.93,1.5972,1.6222
307.0,67.0,2103.51,1.5972,1.6222
313.0,62.0,2099.99,1.6048,1.6222
381.69,114.0,2110.87,1.5972,1.6222
298.0,70.37,1232.28,0.9656,0.9481
303.0,73.0,1228.47,0.9656,0.9481
301.0,69.0,1226.9,0.9656,0.9481
305.0,66.0,1232.23,0.9656,0.9481
305.0,67.0,1234.42,0.9656,0.9481
308.0,69.0,1230.15,0.9656,0.9481
306.0,67.0,1228.53,0.9656,0.9481
300.0,74.0,1227.46,0.9656,0.9481
296.0,70.0,1235.2,0.9656,0.9481
300.0,66.0,1232.04,0.9656,0.9481
306.0,67.0,1232.03,0.9656,0.9481
304.0,66.27,1233.1,0.9656,0.9481
299.0,69.0,1234.2,0.9656,0.9481
303.0,72.0,1234.07,0.9656,0.9481
303.0,65.0,1236.4,0.9656,0.9481
295.76,70.0,1233.49,0.9656,0.9481
305.0,68.0,1234.78,0.9656,0.9481
306.0,71.0,1230.05,0.9656,0.9481
302.0,69.0,1232.87,0.9656,0.9481
308.0,67.0,1231.81,0.9656,0.9481
306.0,68.0,1231.3,0.9712,0.9733
301.0,70.0,1233.1,0.9656,0.9481
304.0,72.0,1232.21,0.9656,0.9481
305.0,69.61,1232.34,0.9656,0.9481
301.0,68.0,1234.35,0.9712,0.9733
305.0,73.0,1227.73,0.9656,0.9481
304.0,68.0,1235.0,0.9656,0.9481
304.0,67.0,1230.06,0.9656,0.9481
306.0,71.0,1232.61,0.9656,0.9481
297.0,69.0,1232.16,0.9712,0.9733
306.0,71.0,1229.21,0.9712,0.9733
303.0,70.0,1228.56,0.9712,0.9733
304.0,69.0,1234.6,0.9656,0.9481
303.0,68.0,1230.46,0.9656,0.9481
305.0,70.0,1237.43,0.9684,0.9481
308.0,70.0,1236.68,0.9656,0.9481
305.0,67.0,1233.39,0.9656,0.9481
297.0,70.0,1234.01,0.9656,0.9481
304.0,68.0,1228.03,0.9656,0.9481
297.0,67.0,1234.12,0.9656,0.9481
309.0,70.0,1228.42,0.9656,0.9481
306.0,69.0,1233.27,0.9656,0.9481
301.0,69.0,1235.33,0.9656,0.9481
304.0,68.0,1227.42,0.9656,0.9481
299.0,70.0,1233.38,0.9656,0.9481
308.0,67.0,1230.78,0.9656,0.9481
308.0,69.0,1229.21,0.9656,0.9481
307.0,68.0,1234.35,0.9656,0.9481
305.0,65.0,1233.88,0.9684,0.9481
298.32,68.0,1231.27,0.9684,0.9481
300.0,67.0,1233.98,0.9656,0.9481
301.0,67.0,1234.68,0.9684,0.9481
298.0,66.0,1233.09,0.9684,0.9481
297.0,67.0,1233.92,0.9684,0.9481
308.0,68.0,1234.6,0.9684,0.9481
298.0,75.0,1230.33,0.9684,0.9481
307.0,67.0,1229.71,0.9656,0.9481
303.36,70.0,1236.79,0.9684,0.9481
305.56,68.0,1235.16,0.9684,0.9481
303.0,66.0,1233.35,0.9684,0.9481
306.0,66.0,1236.45,0.9684,0.9481
298.0,68.0,1231.09,0.9684,0.9481
298.0,72.0,1233.91,0.9684,0.9481
306.0,66.0,1235.9,0.9656,0.9481
302.0,68.0,1235.39,0.9684,0.9481
308.0,69.0,1229.76,0.9684,0.9481
305.0,69.0,1233.86,0.9684,0.9481
310.0,69.0,1231.55,0.9684,0.9481
295.0,66.0,1233.4,0.9684,0.9481
296.0,66.0,1228.16,0.9684,0.9481
302.0,66.0,1231.78,0.9684,0.9481
303.0,71.0,1229.45,0.9684,0.9481
304.0,70.0,1233.56,0.9684,0.9481
304.0,69.0,1237.27,0.9684,0.9481
307.0,67.0,1229.88,0.9684,0.9481
308.0,67.0,1229.63,0.9684,0.9481
304.0,68.0,1233.99,0.9684,0.9481
308.0,68.0,1233.49,0.9684,0.9481
305.0,69.0,1232.31,0.9684,0.9481
306.0,69.0,1234.04,0.9684,0.9481
300.0,71.0,1231.41,0.9684,0.9481
300.0,68.0,1232.68,0.9684,0.9481
303.0,69.0,1236.45,0.9684,0.9481
300.0,69.0,1231.56,0.9684,0.9481
303.0,70.0,1230.94,0.9684,0.9481
311.0,67.0,1226.93,0.9684,0.9481
304.0,66.0,1227.48,0.9684,0.9481
306.0,70.0,1231.79,0.9684,0.9481
308.0,67.0,1234.84,0.9684,0.9481
302.0,70.0,1226.51,0.9684,0.9481
301.0,67.0,1229.29,0.9684,0.9481
297.0,68.0,1013.42,0.7986,0.7849
297.0,68.0,1010.09,0.7967,0.7766
292.0,67.0,1013.6,0.7967,0.7766
300.0,68.0,1008.58,0.7967,0.7766
296.0,64.0,1011.79,0.7967,0.7766
307.0,67.0,1010.34,0.7967,0.7766
301.0,68.0,1010.94,0.7967,0.7766
302.82,66.0,1014.0,0.7967,0.7766
304.0,66.0,1009.97,0.7967,0.7766
296.0,67.0,1008.46,0.7967,0.7766
293.0,68.0,1004.95,0.7967,0.7766
298.0,67.0,1009.31,0.7967,0.7766
300.0,66.0,1013.07,0.7986,0.7849
296.0,66.0,1011.82,0.7967,0.7766
297.0,67.0,1014.01,0.7967,0.7766
295.0,68.0,1010.06,0.7967,0.7766
303.0,68.0,1011.89,0.7967,0.7766
296.0,68.0,1009.3,0.7967,0.7766
295.0,67.0,1010.12,0.7967,0.7766
294.0,68.0,1009.03,0.7986,0.7849
298.0,65.0,1009.9,0.7967,0.7766
296.0,69.0,1010.56,0.7967,0.7766
297.0,65.0,1010.94,0.7967,0.7766
297.0,68.0,1010.63,0.7967,0.7766
303.0,68.0,1009.04,0.7967,0.7766
300.0,66.0,1010.45,0.7986,0.7849
295.0,69.0,1010.87,0.7967,0.7766
295.0,66.0,1004.76,0.7986,0.7849
296.0,69.0,1009.48,0.7986,0.7849
303.0,67.0,1010.42,0.7986,0.7849
298.0,69.0,1007.6,0.7986,0.7849
301.0,67.0,1013.05,0.7986,0.7849
301.0,69.0,1010.8,0.7986,0.7849
299.0,68.0,1011.29,0.7986,0.7849
297.0,66.0,1010.32,0.7986,0.7849
306.0,68.0,1011.8,0.7967,0.7766
298.0,66.0,1009.75,0.7986,0.7849
297.0,67.0,1009.77,0.7967,0.7766
290.0,67.0,1011.13,0.7967,0.7766
305.0,68.0,1013.23,0.7986,0.7849
301.0,66.0,1008.7,0.7967,0.7766
295.0,66.0,1006.34,0.7986,0.7849
300.0,65.0,1010.94,0.7986,0.7849
298.0,67.0,1011.39,0.7986,0.7849
303.0,68.0,1010.27,0.7986,0.7849
302.0,66.0,1006.2,0.7986,0.7849
298.79,69.0,1011.54,0.7986,0.7849
302.0,69.0,1011.57,0.7986,0.7849
301.0,70.0,1004.76,0.7986,0.7849
298.0,66.0,1006.7,0.7986,0.7849
298.0,71.0,1010.77,0.7986,0.7849
296.0,68.0,1010.34,0.7986,0.7849
299.0,68.0,1009.07,0.7986,0.7849
299.0,67.0,1009.36,0.7967,0.7766
307.0,67.0,1014.81,0.7986,0.7849
296.0,67.0,1008.57,0.7967,0.7766
297.0,69.0,1010.14,0.7986,0.7849
296.0,67.0,1012.01,0.7986,0.7849
300.0,66.0,1010.05,0.7986,0.7849
300.0,69.0,1011.4,0.7986,0.7849
300.0,67.0,1014.97,0.7986,0.7849
303.0,69.0,1010.7,0.7986,0.7849
299.0,66.0,1008.83,0.7986,0.7849
295.0,67.0,1010.42,0.7967,0.7766
295.0,70.0,1007.77,0.7986,0.7849
300.0,68.0,1012.79,0.7986,0.7849
300.0,70.0,1011.05,0.7986,0.7849
298.0,66.0,1011.5,0.7967,0.7766
300.0,68.0,1009.65,0.7967,0.7766
294.0,66.0,1007.18,0.7967,0.7766
300.0,68.0,1013.11,0.7967,0.7766
298.0,68.0,1010.98,0.7967,0.7766
299.0,66.0,1006.04,0.7986,0.7849
297.0,69.0,1011.76,0.7986,0.7849
295.0,68.0,1010.42,0.7986,0.7849
306.0,68.0,1111.08,0.8845,0.869
300.0,70.0,1108.28,0.8845,0.869
298.0,70.0,1110.37,0.8868,0.8795
298.0,69.0,1110.97,0.8845,0.869
296.0,68.0,1111.5,0.8845,0.869
303.0,68.0,1115.16,0.8845,0.869
298.0,69.0,1111.48,0.8845,0.869
298.0,70.0,1113.67,0.8868,0.8795
301.0,69.0,1114.65,0.8868,0.8795
298.0,68.0,1109.09,0.8868,0.8795
297.0,67.0,1112.64,0.8845,0.869
297.0,69.0,1119.45,0.8845,0.869
299.0,71.0,1115.51,0.8868,0.8795
301.0,68.29,1110.59,0.8868,0.8795
303.0,73.0,1115.94,0.8868,0.8795
299.0,70.0,1112.21,0.8845,0.869
305.0,70.0,1114.99,0.8845,0.869
294.73,67.0,1108.65,0.8868,0.8795
306.0,70.0,1109.26,0.8845,0.869
302.0,68.0,1112.63,0.8868,0.8795
296.0,68.0,1111.03,0.8845,0.869
303.0,70.0,1112.09,0.8868,0.8795
303.0,69.0,1113.15,0.8868,0.8795
297.0,68.0,1110.3,0.8845,0.869
302.0,69.0,1114.48,0.8845,0.869
305.0,68.0,1112.03,0.8845,0.869
302.0,70.0,1108.85,0.8845,0.869
301.0,71.0,1116.67,0.8868,0.8795
301.0,70.0,1114.01,0.8845,0.869
305.0,73.0,1113.17,0.8845,0.869
300.0,69.0,1115.66,0.8868,0.8795
305.0,69.0,1112.45,0.8845,0.869
302.0,66.0,1108.38,0.8845,0.869
298.0,68.0,1112.97,0.8868,0.8795
304.0,69.0,1114.05,0.8868,0.8795
302.0,68.0,1114.45,0.8868,0.8795
293.0,70.0,1116.01,0.8868,0.8795
299.0,67.0,1109.88,0.8868,0.8795
304.0,73.0,1105.37,0.8868,0.8795
299.0,69.0,1112.85,0.8845,0.869
297.0,70.0,1114.91,0.8868,0.8795
303.0,69.0,1110.59,0.8868,0.869
298.0,67.0,1110.79,0.8868,0.869
300.0,69.0,1114.26,0.8868,0.8795
305.0,68.0,1114.61,0.8868,0.869
296.0,69.0,1112.19,0.8892,0.8795
277.0,69.0,1110.16,0.8868,0.8795
303.0,70.0,1113.33,0.8892,0.8795
302.0,69.0,1111.68,0.8868,0.869
290.0,69.0,1110.63,0.8892,0.8902
304.0,69.0,1109.75,0.8868,0.8795
300.01,67.0,1111.75,0.8868,0.869
300.0,69.0,1113.58,0.8868,0.869
308.0,76.0,1121.57,0.8868,0.8795
302.0,67.0,1111.95,0.8868,0.869
304.0,68.0,1112.96,0.8868,0.8795
297.0,68.0,1111.99,0.8892,0.8902
302.0,67.0,1114.95,0.8892,0.8902
301.0,69.0,1110.26,0.8892,0.8902
301.0,72.0,1107.11,0.8892,0.8902
298.0,68.0,1114.58,0.8892,0.8902
299.0,69.0,1121.98,0.8892,0.8902
300.0,67.0,1113.21,0.8892,0.8902
301.0,66.0,1112.75,0.8868,0.869
305.0,71.0,1110.54,0.8892,0.8902
301.0,68.0,1110.49,0.8892,0.8902
296.0,67.0,1112.54,0.8892,0.8902
303.0,69.0,1115.22,0.8892,0.8902
303.0,68.0,1113.77,0.8868,0.869
300.09,68.0,1112.99,0.8868,0.869
300.0,68.0,1110.57,0.8845,0.869
295.0,68.0,1111.86,0.8892,0.8902
303.0,68.0,1111.31,0.8892,0.8902
301.0,69.0,1113.22,0.8868,0.869
300.0,67.0,1112.19,0.8868,0.869
302.0,67.0,1108.3,0.8892,0.8902
305.0,71.0,1110.27,0.8868,0.869
302.0,72.0,1115.25,0.8868,0.869
297.0,68.0,1113.76,0.8892,0.8902
301.0,68.0,1115.61,0.8892,0.8902
303.0,69.0,1115.83,0.8892,0.8902
302.0,70.0,1112.67,0.8892,0.8902
304.0,70.0,1113.93,0.8892,0.8902
299.0,67.0,1111.16,0.8892,0.8902
305.0,69.0,1107.33,0.8892,0.8902
310.0,65.0,1107.75,0.8868,0.8902
303.0,69.0,1109.41,0.8868,0.869
304.0,69.0,1111.16,0.8892,0.8902
303.0,68.0,1114.94,0.8892,0.8902
308.0,69.0,1110.85,0.8892,0.8902
298.0,68.0,1111.37,0.8892,0.8902
302.0,67.0,1113.54,0.8892,0.8902
297.0,68.0,1111.81,0.8892,0.8902
299.0,72.0,1114.57,0.8892,0.8902
298.0,68.0,1110.29,0.8892,0.8902
300.0,67.0,1110.77,0.8892,0.8902
298.0,75.0,1118.58,0.8892,0.8902
300.0,68.0,1115.44,0.8892,0.8902
305.0,68.0,1110.61,0.8892,0.8902
300.0,67.0,1111.66,0.8892,0.8902
298.0,69.0,1111.87,0.8892,0.8902
296.0,68.0,1113.08,0.8868,0.869
296.0,69.0,1108.33,0.8892,0.8902
300.0,66.0,1111.69,0.8892,0.8902
298.0,67.0,1111.21,0.8892,0.8902
303.0,67.0,1112.81,0.8892,0.8902
297.0,70.0,1109.63,0.8892,0.8902
301.0,68.0,1111.95,0.8892,0.8902
302.0,67.0,1115.05,0.8892,0.8902
306.0,69.0,1115.81,0.8892,0.8902
298.0,69.0,1111.45,0.8892,0.8902
300.0,69.0,1112.68,0.8892,0.8902
304.0,68.0,1115.67,0.8892,0.8902
298.0,68.0,1110.92,0.8892,0.8902
295.0,69.0,1114.43,0.8892,0.8902
292.0,73.0,1121.22,0.8892,0.8902
300.0,69.0,1112.82,0.8892,0.8902
305.0,67.0,1531.21,1.1993,1.1967
306.0,87.0,1529.02,1.1993,1.1967
326.0,72.0,1538.58,1.1993,1.1967
312.0,74.0,1538.87,1.1993,1.1967
314.0,84.85,1510.34,1.1993,1.1967
314.0,71.0,1517.77,1.1993,1.1967
303.0,67.0,1537.51,1.1993,1.1967
305.0,74.0,1532.11,1.1993,1.1967
303.0,67.0,1518.32,1.1993,1.1967
353.0,83.0,1536.92,1.1993,1.1967
291.0,71.0,1532.76,1.1993,1.1967
303.0,71.0,1523.33,1.1993,1.1967
296.0,76.0,1513.53,1.1993,1.1967
297.0,77.0,1533.91,1.1993,1.1967
307.0,70.0,1530.39,1.1993,1.1967
302.02,71.0,1526.61,1.195,1.1774
312.0,75.0,1531.4,1.1993,1.1967
302.0,72.0,1527.2,1.1993,1.1967
313.0,90.0,1515.19,1.1993,1.1967
303.0,73.0,1525.81,1.1993,1.1967
276.0,74.7,1528.03,1.1993,1.1967
309.91,81.0,1523.04,1.1993,1.1967
308.0,74.0,1538.63,1.1993,1.1967
300.0,75.0,1514.92,1.1993,1.1967
306.0,68.0,1526.02,1.1993,1.1967
304.0,79.0,1527.91,1.1993,1.1967
301.0,70.0,1519.79,1.1993,1.1967
310.0,73.0,1519.34,1.1993,1.1967
301.0,76.0,1533.0,1.1993,1.1967
285.0,73.0,1522.73,1.1993,1.1967
304.0,69.0,1528.85,1.1993,1.1967
298.0,68.0,1517.94,1.1993,1.1967
297.0,69.0,1522.4,1.1993,1.1967
302.0,68.0,1519.74,1.1993,1.1967
289.0,75.0,1526.52,1.1993,1.1967
308.0,71.0,1527.46,1.1993,1.1967
320.0,72.0,1536.86,1.1993,1.1967
308.0,74.0,1532.06,1.1993,1.1967
305.0,81.0,1547.03,1.1993,1.1967
308.0,67.0,1523.13,1.1993,1.1967
293.0,77.0,1527.06,1.1993,1.1967
305.0,72.0,1537.29,1.1993,1.1967
300.0,70.0,1537.01,1.1993,1.1967
300.0,87.0,1522.27,1.1993,1.1967
311.0,73.0,1532.14,1.1993,1.1967
323.0,75.0,1535.7,1.1993,1.1967
300.0,78.0,1531.46,1.1993,1.1967
298.0,67.0,1529.25,1.1993,1.1967
305.0,78.0,1527.01,1.1993,1.1967
303.0,76.0,1518.57,1.1993,1.1967
314.0,75.0,1535.92,1.1993,1.1967
318.0,73.0,1524.35,1.1993,1.1967
303.0,69.0,1520.83,1.1993,1.1967
309.0,68.0,1531.13,1.1993,1.1967
300.0,72.0,1530.26,1.1993,1.1967
311.0,71.0,1539.47,1.1993,1.1967
300.0,71.0,1528.7,1.1993,1.1967
304.0,67.0,1531.37,1.1993,1.1967
310.0,88.0,1519.89,1.1993,1.1967
308.0,73.0,1517.85,1.1993,1.1967
303.0,76.0,1519.5,1.1993,1.1967
309.0,84.0,1516.35,1.1993,1.1967
299.0,67.0,1522.23,1.1993,1.1967
307.0,71.0,1528.05,1.1993,1.1967
300.0,78.0,1548.64,1.2036,1.2167
307.0,73.0,1536.08,1.2036,1.2167
312.0,66.0,1519.48,1.2036,1.2167
296.0,78.0,1525.35,1.2036,1.2167
303.0,64.23,1530.06,1.1993,1.1967
303.0,67.0,1523.79,1.1993,1.1967
305.0,67.0,1527.26,1.1993,1.1967
303.0,66.0,1528.37,1.1993,1.1967
310.0,76.0,1527.95,1.1993,1.1967
323.0,95.0,1539.44,1.1993,1.1967
323.0,80.0,1544.85,1.1993,1.1967
315.0,75.0,1537.12,1.1993,1.1967
322.0,72.0,1542.8,1.1993,1.1967
298.0,80.0,1531.89,1.2036,1.2167
307.0,70.0,1527.54,1.2036,1.2167
341.0,83.0,1521.73,1.1993,1.1967
310.0,71.0,1523.75,1.1993,1.1967
317.02,74.02,1529.42,1.1993,1.1967
311.0,71.0,1532.11,1.1993,1.1967
307.0,67.0,1535.04,1.1993,1.1967
311.0,72.0,1533.18,1.1993,1.1967
304.0,68.0,1526.95,1.1993,1.1967
317.0,76.0,1535.95,1.1993,1.1967
299.0,76.0,1545.86,1.1993,1.1967
312.0,77.0,1528.2,1.1993,1.1967
310.0,72.0,1518.24,1.1993,1.1967
300.0,67.0,1537.05,1.1993,1.1967
317.0,81.0,1533.58,1.1993,1.1967
322.0,71.0,1533.84,1.1993,1.1967
313.0,68.0,1530.95,1.1993,1.1967
298.39,77.0,1550.14,1.1993,1.1967
313.0,73.0,1526.51,1.1993,1.1967
311.0,73.0,1524.52,1.1993,1.2167
313.0,67.0,1527.98,1.1993,1.1967
315.0,78.0,1535.74,1.2036,1.2167
308.0,73.0,1525.23,1.1993,1.1967
320.0,69.0,1531.23,1.1993,1.1967
274.0,73.0,1547.69,1.1993,1.1967
304.0,71.0,1535.46,1.1993,1.1967
302.0,73.0,1536.07,1.1993,1.1967
296.0,75.0,1528.98,1.1993,1.1967
308.0,74.0,1529.58,1.1993,1.1967
310.0,72.0,1527.34,1.1993,1.1967
313.0,85.0,1531.11,1.1993,1.1967
302.0,83.0,1530.92,1.1993,1.1967
309.0,67.0,1525.74,1.1993,1.1967
290.0,67.0,1535.46,1.1993,1.1967
304.0,67.0,1532.35,1.1993,1.1967
308.0,70.0,1542.35,1.1993,1.1967
300.0,70.0,1525.75,1.2036,1.2167
303.0,69.0,1535.62,1.1993,1.1967
312.0,72.0,1526.73,1.1993,1.1967
289.0,71.0,1522.03,1.1993,1.1967
303.0,72.0,1526.47,1.1993,1.1967
307.0,77.0,1537.36,1.2036,1.2167
314.71,69.0,1537.9,1.2036,1.2167
270.47,70.0,1529.03,1.2036,1.2167
312.0,66.78,1537.73,1.2036,1.2167
312.0,77.0,1540.6,1.2036,1.2167
313.0,84.0,1540.75,1.1993,1.1967
330.0,70.0,1532.68,1.1993,1.1967
310.0,75.0,1544.03,1.1993,1.1967
315.0,73.65,1539.4,1.1993,1.1967
295.0,93.0,1530.95,1.1993,1.1967
297.0,76.0,1530.72,1.1993,1.1967
306.0,67.0,1532.03,1.1993,1.1967
303.0,67.0,1532.93,1.1993,1.1967
299.0,73.0,1557.04,1.1993,1.1967
301.4,78.0,1547.82,1.1993,1.1967
307.0,79.0,1535.47,1.1993,1.1967
300.0,83.0,1532.93,1.2036,1.2167
300.0,79.0,1546.34,1.1993,1.1967
305.0,65.0,1530.59,1.1993,1.1967
316.0,75.0,1531.27,1.1993,1.1967
326.0,67.0,1535.35,1.1993,1.1967
305.0,71.35,1532.24,1.1993,1.1967
310.42,70.0,1542.18,1.1993,1.1967
301.0,71.0,1543.26,1.1993,1.1967
302.0,72.0,1549.57,1.1993,1.1967
307.0,68.0,1531.41,1.1993,1.1967
304.68,70.0,1530.42,1.1993,1.1967
302.0,74.0,1539.62,1.1993,1.1967
311.0,69.0,1542.6,1.1993,1.1967
309.0,71.0,1541.31,1.1993,1.1967
288.0,73.75,1516.33,1.1993,1.1967
303.0,66.0,799.82,0.6335,0.6083
303.0,66.0,800.0,0.6335,0.6134
304.0,67.0,797.55,0.6335,0.6083
304.0,69.0,800.03,0.6358,0.6239
307.0,67.0,799.88,0.6358,0.6239
306.0,66.0,799.83,0.6358,0.6239
