length_px,diameter_px,depth,ratio_pixel_length,ratio_pixel_diameter
313.0,67.0,1871.61,1.434,1.4314
278.0,72.0,1861.72,1.434,1.4314
304.0,79.0,1866.45,1.434,1.4314
293.0,90.0,1846.56,1.434,1.4314
300.0,79.0,1847.21,1.434,1.4314
325.0,87.0,1843.57,1.434,1.4314
289.0,62.0,1869.81,1.434,1.4314
360.0,89.0,1841.54,1.434,1.4314
323.0,76.35,1817.73,1.434,1.4314
312.0,72.0,1870.66,1.434,1.4314
303.0,64.0,1856.98,1.434,1.4314
317.0,67.0,1861.86,1.434,1.4314
327.0,147.0,1849.07,1.434,1.4314
309.0,66.0,1865.89,1.434,1.4314
318.0,66.0,1876.69,1.4402,1.46
323.0,75.0,1867.47,1.434,1.4314
354.0,87.0,1858.87,1.434,1.4314
287.0,75.0,1837.32,1.434,1.4314
317.0,67.0,1863.79,1.434,1.4314
329.0,124.0,1850.73,1.434,1.4314
308.0,72.0,1854.7,1.434,1.4314
292.0,72.0,1857.49,1.434,1.4314
315.0,68.0,1854.45,1.434,1.4314
305.0,63.0,1870.22,1.434,1.4314
332.0,84.0,1872.91,1.434,1.4314
307.0,70.0,1859.71,1.434,1.4314
320.0,69.0,1860.41,1.434,1.4314
306.0,64.0,1853.47,1.434,1.4314
300.0,66.0,1861.93,1.434,1.4314
296.24,68.0,1873.04,1.434,1.4314
306.0,63.71,1875.81,1.434,1.4314
361.0,95.0,1861.57,1.434,1.4314
323.0,72.0,1871.25,1.434,1.4314
306.0,87.0,1874.21,1.434,1.4314
332.0,76.0,1870.88,1.434,1.4314
353.0,108.0,1854.79,1.434,1.4314
306.0,70.0,1852.57,1.434,1.4314
355.0,86.0,1864.69,1.434,1.4314
298.0,64.0,1833.59,1.434,1.4314
315.0,66.0,1863.2,1.434,1.4314
295.0,79.0,1844.57,1.434,1.4314
314.0,78.0,1854.82,1.434,1.4314
280.0,68.0,1864.6,1.434,1.4314
324.0,142.42,1861.62,1.434,1.4314
304.75,75.0,1868.51,1.434,1.4314
385.4,137.0,1875.72,1.434,1.4314
321.0,65.0,1862.82,1.434,1.4314
290.0,92.0,1854.37,1.434,1.4314
320.0,72.0,1858.82,1.434,1.4314
309.0,64.0,1867.81,1.434,1.4314
313.0,69.0,1867.1,1.434,1.4314
321.0,77.0,1847.82,1.434,1.4314
309.0,73.0,1859.91,1.434,1.4314
312.0,76.0,1817.28,1.434,1.4314
288.12,65.0,1851.18,1.434,1.4314
309.95,63.0,1870.0,1.434,1.4314
306.0,111.0,1865.81,1.434,1.4314
316.0,66.0,1855.72,1.434,1.4314
351.0,80.0,1854.31,1.434,1.4314
333.0,95.0,1860.97,1.434,1.4314
243.0,78.0,1953.12,1.5249,1.5532
336.0,101.0,1960.01,1.5249,1.5532
325.59,79.0,1955.08,1.5249,1.5532
309.83,104.0,1940.79,1.5249,1.5532
301.0,71.0,1971.44,1.5249,1.5532
316.0,68.0,1963.42,1.5249,1.5532
308.0,79.56,1967.88,1.5318,1.587
293.35,69.0,1984.35,1.5249,1.5532
303.0,71.0,1966.75,1.5249,1.5532
310.59,59.0,1959.24,1.5249,1.5532
310.0,115.0,1988.39,1.5249,1.5532
322.0,96.0,1959.09,1.5249,1.5532
304.0,80.0,1942.34,1.5249,1.5532
329.0,93.0,1959.14,1.5249,1.5532
317.0,89.0,1965.64,1.5249,1.5532
316.33,82.0,1969.01,1.5249,1.5532
266.98,67.0,1961.07,1.5249,1.5532
296.0,69.0,1982.91,1.5249,1.5532
282.0,63.0,1970.0,1.5249,1.5532
330.0,98.0,1965.66,1.5249,1.5532
289.0,63.0,1970.22,1.5249,1.5532
305.0,60.0,1952.61,1.5249,1.5532
320.0,70.0,1990.09,1.5249,1.5532
322.0,112.0,1972.13,1.5249,1.5532
315.0,72.0,1985.54,1.518,1.5532
311.0,85.0,1967.36,1.5318,1.587
318.0,82.0,1958.44,1.5318,1.587
287.0,103.0,1961.13,1.5249,1.5532
318.0,76.68,1974.4,1.5249,1.5532
295.0,112.0,1961.92,1.5249,1.5532
315.0,85.0,1975.9,1.5249,1.5532
297.0,79.0,1976.46,1.5249,1.5532
320.0,140.0,1957.07,1.5249,1.5532
338.9,81.0,1968.23,1.5249,1.5532
342.0,74.0,1974.22,1.5249,1.5532
301.0,79.0,1971.93,1.5249,1.5532
315.0,77.0,1954.73,1.5249,1.5532
314.0,79.0,1987.68,1.5249,1.5532
304.0,68.0,1960.22,1.5249,1.5532
286.0,76.0,1954.51,1.5249,1.5532
350.78,87.0,1964.28,1.5249,1.5532
291.01,74.0,1982.59,1.5249,1.5532
304.87,66.0,1966.88,1.5249,1.5532
288.3,63.0,1968.94,1.5249,1.5532
265.97,73.0,1974.86,1.5249,1.5532
336.0,92.0,1969.82,1.5249,1.5532
308.0,80.0,1983.01,1.5249,1.5532
298.0,100.06,1987.95,1.5249,1.5532
317.0,86.0,1973.83,1.5249,1.5532
327.0,64.0,1980.74,1.5249,1.5532
342.0,96.0,1943.35,1.5249,1.5532
353.0,79.0,1949.41,1.5249,1.5532
316.3,88.0,1980.53,1.5249,1.5532
281.0,69.0,1985.62,1.5249,1.5532
314.0,58.0,2000.05,1.5249,1.5532
323.64,80.0,1981.12,1.5318,1.587
326.0,74.0,1965.4,1.5318,1.587
337.02,99.0,1955.66,1.518,1.5208
310.0,64.0,1998.26,1.5249,1.5532
306.11,66.0,1985.55,1.5249,1.5532
331.0,126.63,1979.19,1.5249,1.5532
302.0,91.0,1935.61,1.5249,1.5532
314.0,77.0,1986.66,1.5249,1.5532
312.0,85.0,1963.24,1.5249,1.5532
313.0,80.0,1965.94,1.5249,1.5532
290.0,74.0,1980.65,1.5249,1.5532
320.0,70.0,1969.62,1.5249,1.5532
352.85,124.7,1959.92,1.5249,1.5532
290.0,64.0,1978.49,1.5249,1.5532
300.0,69.0,1976.48,1.5249,1.5532
310.0,73.0,1972.1,1.5249,1.5532
314.0,87.0,1961.39,1.5249,1.5532
310.0,66.0,1961.68,1.5249,1.5532
301.0,63.0,1969.79,1.5249,1.5532
303.0,111.0,1939.85,1.5318,1.587
331.0,96.0,1961.81,1.5249,1.5532
321.14,91.0,1950.72,1.5249,1.5532
336.0,88.0,1953.58,1.5249,1.5532
325.0,96.0,1988.33,1.5249,1.5532
315.96,76.0,2001.52,1.5318,1.587
297.0,69.0,1964.94,1.5318,1.587
310.0,71.0,1956.67,1.5318,1.587
362.39,101.0,1946.99,1.5318,1.587
296.0,97.74,1984.08,1.5318,1.587
350.0,148.52,1948.52,1.5249,1.5532
316.0,104.0,1969.13,1.5249,1.5532
358.37,80.0,1965.63,1.5249,1.5532
319.0,76.0,1962.56,1.5318,1.587
312.0,69.0,1983.4,1.5249,1.5532
325.0,86.0,1949.48,1.5318,1.587
424.37,190.74,1950.18,1.5249,1.5532
270.0,82.0,1977.86,1.5249,1.5532
315.0,69.0,1944.23,1.5249,1.5532
316.0,85.0,1968.61,1.5249,1.5532
329.0,87.0,1984.25,1.5249,1.5532
303.0,66.0,1967.74,1.5249,1.5532
292.0,65.0,1970.51,1.5249,1.5532
238.0,68.0,1963.42,1.5249,1.5532
314.0,69.0,2004.69,1.5249,1.5532
317.0,80.0,1981.31,1.5249,1.5532
299.75,76.0,1988.11,1.5249,1.5532
312.0,70.0,1978.94,1.5249,1.5532
294.0,75.0,1970.14,1.5249,1.5532
303.0,92.43,1952.96,1.5249,1.5532
325.58,72.0,2020.62,1.5318,1.587
332.25,69.0,1982.91,1.5318,1.587
312.0,119.0,1937.4,1.5249,1.5532
300.0,76.0,1955.03,1.5249,1.5532
301.0,64.0,1962.35,1.5318,1.587
295.0,77.0,1970.6,1.5249,1.5532
304.0,77.0,1984.13,1.5249,1.5532
301.0,84.55,1979.98,1.5249,1.5532
320.0,77.0,1946.16,1.5318,1.587
310.0,73.0,1973.01,1.5249,1.5532
313.0,103.0,1958.27,1.5249,1.5532
257.0,77.0,1934.07,1.5249,1.5532
330.0,90.0,1942.34,1.5249,1.5532
300.0,68.0,1965.48,1.5318,1.587
327.0,72.0,1979.02,1.5318,1.587
304.0,67.0,1976.92,1.5318,1.587
307.0,87.0,1969.91,1.5249,1.5532
321.0,95.0,1991.42,1.5249,1.5532
311.0,73.0,1976.04,1.5249,1.5532
313.0,67.0,1952.07,1.5249,1.5532
321.0,75.0,1967.23,1.5249,1.5532
283.0,85.0,1991.14,1.5249,1.5532
304.0,86.0,1994.69,1.5249,1.5532
298.0,83.0,1978.18,1.5249,1.5532
309.44,65.0,1968.6,1.5249,1.5532
222.0,63.0,1970.21,1.5249,1.5532
316.0,67.0,1997.51,1.5249,1.5532
307.0,65.0,1993.92,1.5249,1.5532
350.0,101.0,1949.63,1.5318,1.587
298.0,68.0,1979.8,1.5249,1.5532
350.0,151.0,1980.05,1.5249,1.5532
300.09,84.09,1974.89,1.5249,1.5532
309.0,77.0,1956.84,1.5249,1.5532
331.0,79.0,1963.17,1.5249,1.5532
308.0,72.0,1960.67,1.5249,1.5532
341.0,103.0,1990.57,1.5249,1.5532
337.0,109.13,1968.81,1.5249,1.5532
332.67,86.0,1969.89,1.5249,1.5532
292.0,73.0,1971.3,1.5318,1.587
331.0,82.0,1975.99,1.5249,1.5532
302.41,63.0,1990.71,1.5249,1.5532
323.0,72.0,1978.73,1.5249,1.5532
299.0,72.0,1971.22,1.5249,1.5532
293.0,75.0,1991.64,1.5249,1.5532
323.0,89.8,1958.83,1.5249,1.5532
296.0,73.0,1952.5,1.5249,1.5532
321.0,86.0,1978.67,1.5249,1.5532
334.98,95.0,1977.57,1.5249,1.5532
280.0,73.0,1989.97,1.5249,1.5532
395.0,150.0,1988.69,1.5249,1.5532
305.0,63.0,1969.99,1.5249,1.5532
247.0,71.0,1986.04,1.5249,1.5532
311.0,73.0,1978.55,1.5249,1.5532
283.0,66.0,1952.87,1.5249,1.5532
304.0,83.0,1986.42,1.5249,1.5532
331.0,80.0,1971.87,1.5249,1.5532
339.0,67.0,1997.07,1.5249,1.5532
321.0,85.0,1965.59,1.5249,1.5532
323.0,70.0,1653.08,1.2912,1.3036
310.0,71.0,1649.25,1.2962,1.3273
306.0,79.0,1659.02,1.2962,1.3273
307.0,71.0,1660.33,1.2912,1.3036
325.0,67.0,1673.16,1.2912,1.3036
314.0,71.0,1666.19,1.2863,1.2807
309.0,67.0,1659.34,1.2962,1.3273
302.4,72.0,1653.74,1.2962,1.3273
317.0,69.0,1647.62,1.2962,1.3273
319.0,62.0,1659.08,1.2863,1.2807
330.0,64.0,1655.13,1.2863,1.2807
308.0,68.0,1651.74,1.2962,1.3273
310.0,69.0,1664.25,1.2863,1.2807
325.0,64.0,1673.68,1.2863,1.2807
318.0,70.0,1662.4,1.2912,1.3036
302.0,64.0,1659.99,1.2863,1.2807
325.0,81.0,1655.42,1.2863,1.2807
312.0,68.0,1652.53,1.2912,1.3036
330.0,74.0,1655.9,1.2912,1.3036
313.64,69.0,1667.5,1.2863,1.2807
304.0,69.0,1673.44,1.2962,1.3273
309.0,90.0,1670.44,1.2962,1.3273
313.0,67.0,1654.67,1.2863,1.2807
305.0,76.0,1644.0,1.2912,1.3036
299.0,80.0,1637.88,1.2912,1.3036
306.21,72.0,1670.81,1.2962,1.3273
321.0,71.0,1641.56,1.2863,1.2807
254.0,75.0,1630.31,1.2962,1.3273
301.0,72.0,1644.79,1.2962,1.3273
316.0,71.0,1655.91,1.2962,1.3273
320.0,65.0,1665.36,1.2863,1.2807
308.76,69.0,1660.29,1.2863,1.2807
327.0,64.0,1657.79,1.2863,1.2807
316.0,71.0,1656.85,1.2863,1.2807
316.0,67.0,1660.75,1.2912,1.3036
322.0,77.0,1677.63,1.2962,1.3273
327.7,70.0,1663.46,1.2962,1.3273
310.0,73.0,1665.49,1.2912,1.3036
309.0,78.0,1654.05,1.2962,1.3273
315.0,70.8,1651.01,1.2962,1.3273
321.0,68.0,1653.36,1.2962,1.3273
319.0,78.0,1659.49,1.2962,1.3273
317.12,65.0,1659.56,1.2962,1.3273
307.0,69.0,1658.09,1.2962,1.3273
287.26,64.0,1650.16,1.2962,1.3273
317.0,68.0,1669.92,1.2962,1.3273
325.0,71.0,1652.88,1.2962,1.3273
304.0,69.0,1668.53,1.2962,1.3273
306.0,67.0,1660.55,1.2912,1.3036
325.0,80.0,1660.07,1.2962,1.3273
319.0,71.0,1647.13,1.2962,1.3273
311.0,80.0,1644.9,1.2962,1.3273
311.0,71.0,1651.09,1.2863,1.2807
303.0,88.0,1653.38,1.2962,1.3273
310.0,75.0,1663.32,1.2962,1.3273
329.0,77.0,1634.59,1.2962,1.3273
306.0,67.0,1662.99,1.2962,1.3273
322.0,68.0,1666.8,1.2912,1.3036
304.0,79.0,1650.45,1.2863,1.2807
302.0,68.0,1656.31,1.2912,1.3036
318.0,87.0,1644.79,1.2912,1.3036
309.0,70.0,1654.83,1.2962,1.3273
309.0,77.0,1667.74,1.2962,1.3273
308.0,67.0,1662.82,1.2863,1.2807
324.0,62.0,1665.65,1.2863,1.2807
302.1,65.0,1660.88,1.2912,1.3036
311.0,68.0,1654.4,1.2962,1.3273
315.0,65.0,1661.14,1.2912,1.3036
297.0,69.0,1656.13,1.2912,1.3036
319.0,72.0,1663.63,1.2962,1.3273
309.0,70.0,1659.3,1.2912,1.3036
300.0,75.0,1657.31,1.2962,1.3273
307.0,71.0,1649.12,1.2962,1.3273
305.0,67.0,1658.31,1.2962,1.3273
320.01,72.0,1654.82,1.2863,1.2807
317.0,72.0,1647.24,1.2962,1.3273
332.32,88.0,1659.63,1.2912,1.3036
325.0,69.0,1663.05,1.2912,1.3036
293.06,72.0,1523.73,1.1993,1.1967
308.0,68.0,1537.95,1.1993,1.1967
297.0,68.0,1526.1,1.1993,1.1967
314.0,71.0,1528.79,1.1993,1.1967
262.0,71.0,1526.93,1.1993,1.1967
310.0,65.0,1539.67,1.1993,1.1967
306.0,73.0,1525.32,1.2036,1.2167
301.26,73.0,1533.31,1.2036,1.2167
303.0,73.0,1529.33,1.1993,1.1967
291.0,72.0,1527.25,1.2036,1.2167
281.0,77.0,1537.87,1.1993,1.1967
285.0,74.0,1521.21,1.195,1.1774
293.25,70.0,1530.97,1.1993,1.1967
300.0,64.0,1525.25,1.195,1.1774
305.0,71.0,1524.4,1.1993,1.1967
305.0,67.0,1526.53,1.1993,1.1967
309.0,69.0,1527.53,1.1993,1.1967
319.64,77.0,1526.15,1.1993,1.1967
301.0,67.0,1519.4,1.1993,1.1967
307.0,67.48,1528.02,1.1993,1.1967
306.0,69.0,1533.1,1.2036,1.2167
297.0,72.0,1532.02,1.1993,1.1967
305.0,74.0,1525.57,1.1993,1.1967
304.88,81.0,1534.61,1.1993,1.1967
313.0,69.0,1527.82,1.1993,1.1967
303.47,92.0,1516.99,1.2036,1.2167
316.0,73.0,1530.69,1.1993,1.1967
316.0,79.0,1542.14,1.1993,1.1967
306.0,81.0,1549.11,1.1993,1.1967
310.0,66.0,1534.38,1.1993,1.1967
296.0,69.0,1525.47,1.1993,1.1967
300.0,67.0,1533.18,1.1993,1.1967
285.0,94.0,1542.51,1.1993,1.1967
313.0,74.0,1525.86,1.1993,1.1967
309.0,74.0,1542.51,1.1993,1.1967
294.0,70.0,1531.75,1.1993,1.1967
311.0,67.0,1538.01,1.1993,1.1967
308.0,68.0,1521.16,1.1993,1.1967
302.0,70.0,1526.61,1.1993,1.1967
302.0,73.0,1531.59,1.1993,1.1967
299.0,73.0,1527.02,1.1993,1.1967
293.0,70.0,1528.18,1.1993,1.1967
323.0,72.0,1530.98,1.1993,1.1967
309.0,80.0,1530.44,1.1993,1.1967
312.0,70.0,1542.32,1.2036,1.2167
298.0,71.0,1536.63,1.2036,1.2167
283.0,73.0,1530.98,1.1993,1.1967
306.89,66.0,1529.89,1.1993,1.1967
320.0,67.0,1523.35,1.1993,1.1967
261.0,66.0,1527.74,1.1993,1.1967
304.0,75.0,1520.46,1.2036,1.2167
302.0,67.0,1531.74,1.2036,1.2167
303.0,70.0,1527.58,1.2036,1.2167
304.0,74.0,1535.02,1.1993,1.1967
297.0,75.0,1535.65,1.1993,1.1967
307.0,79.0,1536.23,1.2036,1.2167
296.0,72.0,1524.03,1.1993,1.1967
294.0,75.0,1527.07,1.1993,1.1967
313.0,70.0,1533.39,1.1993,1.1967
313.0,69.0,1524.61,1.1993,1.1967
303.0,70.0,1528.88,1.1993,1.1967
305.0,74.0,1525.32,1.1993,1.1967
314.0,72.0,1526.66,1.1993,1.1967
305.0,71.0,1529.56,1.1993,1.1967
299.0,76.0,1535.02,1.1993,1.1967
296.0,75.0,1544.27,1.1993,1.1967
302.0,69.0,1529.92,1.1993,1.1967
299.0,74.0,1533.23,1.1993,1.1967
290.0,68.0,1529.91,1.1993,1.1967
315.0,71.0,1530.73,1.1993,1.1967
306.0,76.0,1529.03,1.1993,1.1967
293.0,85.0,1519.0,1.1993,1.1967
308.0,75.0,1539.51,1.1993,1.1967
312.0,71.0,1525.07,1.1993,1.1967
304.0,71.0,1533.81,1.1993,1.1967
309.0,78.0,1528.22,1.1993,1.1967
277.0,73.0,1524.28,1.2036,1.2167
304.0,73.0,1526.02,1.2036,1.2167
302.0,71.0,1526.19,1.1993,1.1967
284.0,74.0,1522.22,1.1993,1.1967
316.0,74.0,1523.88,1.1993,1.1967
302.0,66.0,590.0,0.474,0.4534
302.0,64.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.4746,0.4591
302.0,66.0,590.0,0.4746,0.4591
302.0,66.0,590.0,0.474,0.4534
301.0,66.0,590.0,0.474,0.4534
301.0,66.0,590.0,0.474,0.4534
302.0,66.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.474,0.4562
301.0,64.0,590.0,0.474,0.4562
301.0,64.0,590.0,0.474,0.4562
302.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.4753,0.462
302.0,64.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.4746,0.4591
301.0,65.0,590.0,0.4746,0.4591
302.0,65.0,590.0,0.4746,0.4591
302.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4534
300.47,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.474,0.4562
302.0,66.0,590.0,0.4753,0.4591
300.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.474,0.4534
300.0,65.0,590.0,0.474,0.4534
302.0,66.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
302.0,65.0,590.0,0.474,0.4534
301.0,66.0,590.0,0.4746,0.4562
301.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4534
301.89,66.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
300.0,66.0,590.0,0.474,0.4562
301.0,66.0,590.0,0.4753,0.462
301.0,65.0,590.0,0.474,0.4562
301.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.474,0.4562
301.0,66.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.4746,0.4591
302.0,65.0,590.0,0.474,0.4534
299.0,65.0,590.0,0.474,0.4534
301.0,66.0,590.0,0.474,0.4534
300.0,65.0,590.0,0.474,0.4534
300.0,65.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4562
301.0,66.0,590.0,0.4746,0.4591
300.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.474,0.4534
300.0,65.0,590.0,0.474,0.4534
300.0,66.0,590.0,0.474,0.4534
301.0,65.0,590.0,0.474,0.4534
301.71,66.0,590.0,0.4753,0.4591
300.0,66.0,590.0,0.474,0.4534
300.0,65.0,590.0,0.474,0.4562
300.0,65.0,590.0,0.474,0.4562
299.0,65.0,590.0,0.474,0.4534
301.0,66.0,590.0,0.4746,0.4562
303.0,65.0,900.14,0.7186,0.6952
299.0,65.0,900.13,0.7186,0.6952
303.0,66.0,903.6,0.7186,0.6952
299.0,67.0,902.58,0.7186,0.6952
301.0,67.0,904.22,0.7186,0.6952
298.0,68.0,902.95,0.7186,0.6952
298.0,66.0,903.18,0.7186,0.6952
304.0,66.0,902.97,0.7201,0.7019
303.0,65.0,900.2,0.7186,0.6952
303.0,65.0,900.17,0.7186,0.6952
299.0,64.0,900.03,0.7186,0.6952
302.0,68.0,900.36,0.7186,0.6952
303.0,65.0,899.97,0.7186,0.6952
302.0,67.0,903.48,0.7186,0.6952
298.0,66.0,898.98,0.7186,0.6952
302.0,69.0,902.14,0.7186,0.6952
301.0,69.0,902.62,0.7186,0.6952
298.0,65.0,900.14,0.7186,0.6952
303.0,66.0,897.42,0.7186,0.6952
300.0,65.0,899.4,0.7186,0.6952
300.0,66.0,903.27,0.7186,0.6952
300.0,65.0,903.53,0.7186,0.6952
302.0,69.0,901.78,0.7186,0.6952
294.0,66.0,900.76,0.7186,0.6952
301.0,67.0,901.36,0.7186,0.6952
297.0,69.0,904.06,0.7186,0.6952
295.0,67.0,902.62,0.7186,0.6952
299.0,69.0,903.26,0.7201,0.7019
300.0,68.0,903.0,0.7186,0.6952
303.0,70.0,901.29,0.7201,0.7019
301.0,67.0,903.5,0.7186,0.6952
299.0,69.0,900.39,0.7186,0.6952
301.0,67.0,903.06,0.7201,0.7019
298.0,69.0,903.57,0.7201,0.7019
300.0,65.0,899.97,0.7201,0.7087
301.0,68.0,903.29,0.7186,0.6952
299.0,65.0,900.11,0.7186,0.6952
305.0,65.0,900.27,0.7201,0.7019
298.0,67.0,903.9,0.7186,0.6952
301.0,65.0,900.22,0.7186,0.6952
301.0,67.0,904.1,0.7201,0.7019
301.0,69.0,904.09,0.7201,0.7019
301.0,70.0,903.51,0.7201,0.7019
298.0,67.0,901.58,0.7201,0.7087
299.0,66.0,903.61,0.7186,0.6952
296.0,67.0,900.33,0.7186,0.6952
301.0,69.0,903.73,0.7186,0.6952
300.0,68.0,902.28,0.7186,0.6952
301.0,67.0,900.19,0.7186,0.6952
299.0,66.0,900.05,0.7186,0.6952
303.0,69.0,903.85,0.7186,0.6952
301.0,69.0,902.61,0.7186,0.6952
300.0,67.0,904.02,0.7186,0.6952
300.0,68.0,901.53,0.7186,0.6952
304.0,67.0,900.78,0.7186,0.6952
302.0,69.0,898.64,0.7186,0.6952
304.0,65.0,900.9,0.7186,0.6952
302.0,65.0,900.06,0.7186,0.6952
297.0,69.0,899.63,0.7186,0.6952
302.0,70.0,901.86,0.7186,0.6952
297.0,67.0,902.95,0.7186,0.6952
301.0,67.0,904.41,0.7186,0.6952
301.0,65.0,903.89,0.7186,0.6952
301.0,67.0,899.58,0.7186,0.6952
298.0,66.0,900.6,0.7186,0.6952
304.0,65.0,900.11,0.7186,0.6952
301.0,65.0,901.13,0.7186,0.6952
301.0,67.0,902.42,0.7186,0.6952
301.0,68.0,902.84,0.7186,0.6952
300.0,66.0,902.36,0.7186,0.6952
301.0,65.0,899.91,0.7186,0.6952
299.0,68.0,904.03,0.7201,0.7019
301.0,67.0,903.75,0.7186,0.6952
300.0,69.0,903.5,0.7186,0.6952
299.0,68.0,903.92,0.7186,0.6952
302.0,69.0,902.61,0.7186,0.6952
295.0,70.0,900.4,0.7186,0.6952
302.0,67.0,903.98,0.7186,0.6952
299.0,69.0,901.67,0.7186,0.6952
299.0,68.0,901.67,0.7186,0.6952
296.0,66.0,901.29,0.7186,0.6952
298.43,64.0,900.14,0.7186,0.6952
318.0,80.47,1942.0,1.5318,1.587
317.0,66.0,1962.4,1.5318,1.587
296.0,88.0,1940.97,1.5318,1.587
320.0,85.0,1956.79,1.5318,1.587
350.0,84.0,1967.96,1.5249,1.5532
314.68,70.0,1972.42,1.5318,1.587
309.0,67.0,1967.8,1.5318,1.587
312.0,89.0,1983.78,1.5318,1.587
305.0,77.0,1968.19,1.5249,1.5532
321.0,88.0,1960.49,1.5249,1.5532
305.0,69.03,1955.58,1.5318,1.587
306.68,121.84,1973.65,1.5318,1.587
325.0,102.0,1983.05,1.5318,1.587
307.0,74.0,1983.77,1.5249,1.5532
320.0,76.0,1961.0,1.5249,1.5532
275.0,77.0,1936.69,1.5249,1.5532
312.65,74.0,1990.05,1.5249,1.5532
312.0,68.0,1943.74,1.5249,1.5532
294.0,66.0,1964.83,1.5249,1.5532
302.0,68.0,1979.58,1.5249,1.5532
319.0,143.35,1977.5,1.5249,1.5532
303.0,131.0,1966.76,1.5249,1.5532
318.46,75.0,1989.03,1.5249,1.5532
337.0,80.0,1992.81,1.5249,1.5532
307.0,74.0,1987.23,1.5249,1.5532
308.0,73.0,1950.91,1.5249,1.5532
298.0,70.0,1945.73,1.5249,1.5532
305.0,74.0,1971.62,1.5249,1.5532
291.0,86.0,1977.22,1.5249,1.5532
255.0,63.0,1969.07,1.5249,1.5532
347.0,88.0,1968.85,1.5249,1.5532
281.0,63.0,1969.36,1.5249,1.5532
302.0,87.0,1961.69,1.5249,1.5532
288.0,69.0,1985.39,1.5249,1.5532
299.0,81.0,1959.13,1.5249,1.5532
270.0,69.0,1972.63,1.5249,1.5532
311.0,78.0,1979.55,1.5249,1.5532
314.0,77.0,1956.34,1.5249,1.5532
318.0,74.0,1981.29,1.5249,1.5532
463.1,241.2,1964.29,1.5249,1.5532
308.0,81.0,1942.53,1.5249,1.5532
320.0,76.0,1954.72,1.5249,1.5532
325.0,82.0,1980.84,1.5249,1.5532
331.0,72.0,1995.44,1.518,1.5532
309.46,69.0,1974.92,1.5249,1.5532
338.0,78.0,1993.83,1.5249,1.5532
383.0,210.0,1955.98,1.5249,1.5532
373.46,110.46,1957.83,1.5249,1.5532
294.0,95.0,1946.31,1.5249,1.5532
311.0,67.0,1959.19,1.5249,1.5532
330.64,84.0,1982.59,1.5249,1.5532
301.39,94.0,1982.84,1.5249,1.5532
299.21,89.0,1954.15,1.5249,1.5532
331.0,149.0,1952.38,1.5249,1.5532
344.0,82.0,1979.53,1.5249,1.5532
319.0,105.51,2010.55,1.5249,1.5532
271.0,69.0,1961.85,1.5249,1.5532
315.0,93.67,1947.69,1.5249,1.5532
323.0,78.0,1958.43,1.5249,1.5532
225.0,63.0,1970.15,1.5249,1.5532
313.0,92.0,1973.92,1.518,1.5532
305.0,67.0,1968.03,1.5249,1.5532
313.0,67.0,1964.92,1.5249,1.5532
289.0,91.0,1955.58,1.5249,1.5532
320.0,77.0,1976.77,1.5318,1.587
368.0,89.0,1974.41,1.5249,1.5532
317.0,94.0,1997.98,1.5249,1.5532
309.0,83.0,1981.83,1.5249,1.5532
307.0,94.0,1975.88,1.5249,1.5532
310.0,80.0,1984.41,1.5249,1.5532
282.0,69.0,1981.84,1.5249,1.5532
290.0,84.0,1987.19,1.5249,1.5532
315.0,57.0,1984.47,1.5249,1.5532
272.0,68.0,1975.25,1.5249,1.5532
319.88,163.88,1966.17,1.5249,1.5532
318.0,74.0,1984.79,1.5249,1.5532
336.0,131.07,1971.76,1.5249,1.5532
344.24,111.0,1972.45,1.5249,1.5532
326.0,78.0,1980.17,1.5249,1.5532
318.0,81.0,1969.15,1.5249,1.5532
316.0,71.0,1983.04,1.5249,1.5532
