7_z,8_z,9_z,10_z,11_z,164_z,timestamp,7_z,7_vx,8_z,8_vx,9_z,9_vx,10_z,10_vx,11_z,11_vx,164_z,164_vx
1.519743337210306,,,,1.3113206072291743,,,,0.25,,,,,,,,0.25,,
1.519743337210306,,,,1.3088280572416535,,,,0.0,,,,,,,,0.25,,
1.519743337210306,,,,1.3088280572416535,,,,0.0,,,,,,,,0.0,,
1.519743337210306,,,,1.3088280572416535,,,,0.0,,,,,,,,0.0,,
1.519743337210306,,1.6559429607063687,,1.3088280572416535,,,,0.0,,,,,,,,0.0,,
1.519743337210306,,1.6468184449179415,,1.3088280572416535,,,,0.0,,,,0.75,,,,0.0,,
1.519743337210306,,1.6490139455603243,,1.3088280572416535,,,,0.0,,,,0.75,,,,0.0,,
1.519743337210306,,1.637297460112609,,1.3088280572416535,,,,0.0,,,,1.25,,,,0.0,,
1.519743337210306,,1.614055422009339,,1.3088280572416535,,,,0.0,,,,1.25,,,,0.0,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,1.25,,,,0.0,,
1.519743337210306,,1.59899881443911,,1.3088280572416535,,,,0.0,,,,0.25,,,,0.0,,
1.519743337210306,,1.5882048846960648,,1.3088280572416535,,,,0.0,,,,0.25,,,,0.0,,
1.519743337210306,,1.5931497918471502,,1.3088280572416535,,,,0.0,,,,0.25,,,,0.0,,
1.519743337210306,,1.5981361563140346,,1.3088280572416535,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,0.25,,,,0.0,,
1.519743337210306,,1.5981361563140346,,1.307496179951143,,,,0.0,,,,0.25,,,,0.25,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,0.25,,,,0.25,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5938922293111284,,1.3095983959915214,,,,0.0,,,,0.0,,,,0.25,,
1.519743337210306,,1.5930592301339968,,1.3088280572416535,,,,0.0,,,,0.0,,,,0.25,,
1.519743337210306,,1.5938922293111284,,1.3088280572416535,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5930592301339968,,1.307496179951143,,,,0.0,,,,0.0,,,,0.25,,
1.5138648091207505,,1.5930592301339968,,1.307496179951143,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5930592301339968,,1.307496179951143,,,,0.0,,,,0.0,,,,0.0,,
1.519743337210306,,1.5930592301339968,,1.307496179951143,,,,0.0,,,,0.0,,,,0.0,,
1.5173508996540654,,1.5938922293111284,,1.3094422267523904,,,,0.0,,,,0.0,,,,0.0,,
1.5173508996540654,,1.5930592301339968,,1.3141873212405868,,,,0.0,,,,0.0,,,,0.25,,
1.5173508996540654,,1.5938922293111284,,1.3096561751361904,,,,0.0,,,,0.0,,,,0.0,,
1.5173508996540654,,1.5930592301339968,,1.311753018475202,,,,0.0,,,,0.0,,,,0.25,,
1.5173508996540654,,1.5930592301339968,,1.311753018475202,,,,0.0,,,,0.0,,,,0.0,,
1.5173508996540654,,1.5930592301339968,,1.31193260819545,,,,0.0,,,,0.0,,,,0.25,,
1.5173508996540654,,1.5930592301339968,,1.31193260819545,,,,0.0,,,,0.0,,,,0.0,,
1.5173508996540654,,1.5938922293111284,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,,,0.25,,
1.5173508996540654,,1.5938922293111284,1.6799348445394908,1.3141873212405868,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5173508996540654,,1.5938922293111284,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5173508996540654,,1.5938922293111284,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5938922293111284,1.6799348445394908,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5173508996540654,,1.5938922293111284,1.6799348445394908,1.3096561751361904,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.306759350547071,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.3094422267523904,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.314739242344663,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.3125378040879532,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.3102105211689026,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5146003263242585,,1.5936909621688038,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.25,,0.0,,0.0,,
1.5146003263242585,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5161812256528866,,1.5938922293111284,1.6799348445394908,1.3096561751361904,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5161812256528866,,1.5938922293111284,1.6799348445394908,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5161812256528866,,1.5938922293111284,1.6799348445394908,1.3102781652188429,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5173508996540654,,1.5930592301339968,1.687125694270406,1.314739242344663,,,,0.25,,,,0.0,,0.25,,0.0,,
1.5173508996540654,,1.5930592301339968,1.687125694270406,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.5,,
1.519658266201089,,1.5930592301339968,1.6799348445394908,1.3110663116826045,,,,0.25,,,,0.0,,0.25,,0.25,,
1.5173508996540654,,1.5971602997038885,1.6799348445394908,1.3082787346792009,,,,0.25,,,,0.25,,0.0,,0.0,,
1.5173508996540654,,1.5971602997038885,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5173508996540654,,1.5930592301339968,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5137007831411815,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5137007831411815,,1.5930592301339968,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5137007831411815,,1.5930592301339968,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5114937289257806,,1.592960109097416,1.6799348445394908,1.312562742445907,,,,0.0,,,,0.25,,0.0,,0.5,,
1.5114937289257806,,1.592960109097416,1.6799348445394908,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.75,,
1.5114937289257806,,1.592960109097416,1.6799348445394908,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.592960109097416,1.6799348445394908,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.592960109097416,1.6812324784653725,1.3076558486200334,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5173508996540654,,1.592960109097416,1.6812324784653725,1.3063895783060329,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6812324784653725,1.310445942184393,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6812324784653725,1.3082787346792009,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6799348445394908,1.3082787346792009,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6812324784653725,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5137007831411815,,1.5937516756103942,1.6812324784653725,1.3040268182187298,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5087760123101408,,1.5936909621688038,1.6812324784653725,1.3071762342398017,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.25,,,,0.25,,0.0,,0.75,,
1.5110765767349663,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6812324784653725,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.3082787346792009,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.310445942184393,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.3095058271294593,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3095058271294593,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3087151139741826,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.3096561751361904,,,,0.5,,,,0.0,,0.0,,0.5,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.311753018475202,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5137007831411815,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.75,,
1.5114937289257806,,1.5930592301339968,1.6812324784653725,1.3155397704606366,,,,0.25,,,,0.0,,0.0,,0.5,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6812324784653725,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6812324784653725,1.3075360875002209,,,,0.25,,,,0.25,,0.0,,0.5,,
1.5087760123101408,,1.592960109097416,1.6812324784653725,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6799348445394908,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.0,,,,0.25,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3075360875002209,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3102781652188429,,,,0.0,,,,0.0,,0.0,,0.75,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.3133556703328106,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5146003263242585,,1.5936909621688038,1.6791749759419097,1.308898551889399,,,,0.0,,,,0.25,,0.25,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6761450910039724,1.308898551889399,,,,0.0,,,,0.25,,0.25,,0.0,,
1.5114937289257806,,1.5930592301339968,1.680484899380925,1.3133556703328106,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.680484899380925,1.3133556703328106,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.308898551889399,,,,0.0,,,,0.0,,0.25,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6791749759419097,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6751482028171505,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6791749759419097,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6751482028171505,1.3155397704606366,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6751482028171505,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6785092475939314,1.3110663116826045,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.5,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6785092475939314,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5936909621688038,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5137007831411815,,1.5936909621688038,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5137007831411815,,1.5930592301339968,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5137007831411815,,1.5930592301339968,1.6785092475939314,1.3084261817431238,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.5930592301339968,1.6785092475939314,1.3071762342398017,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.0,,0.25,,0.0,,
1.5063945341990306,,1.5936909621688038,1.6785092475939314,1.3040268182187298,,,,0.25,,,,0.25,,0.25,,0.25,,
1.5063945341990306,,1.5936909621688038,1.6785092475939314,1.3040268182187298,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5146003263242585,,1.592960109097416,1.6799348445394908,1.3040268182187298,,,,0.25,,,,0.5,,0.25,,0.0,,
1.5110765767349663,,1.592960109097416,1.6757274873327546,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5063945341990306,,1.592960109097416,1.6799348445394908,1.3071762342398017,,,,0.5,,,,0.0,,0.0,,0.0,,
1.5063945341990306,,1.592960109097416,1.6757274873327546,1.3071762342398017,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.592960109097416,1.6799348445394908,1.308158893422289,,,,0.5,,,,0.0,,0.0,,0.5,,
1.5063945341990306,,1.592960109097416,1.687125694270406,1.308158893422289,,,,0.5,,,,0.0,,0.25,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6799348445394908,1.308158893422289,,,,0.25,,,,0.25,,0.25,,0.0,,
1.5110765767349663,,1.5930592301339968,1.6799348445394908,1.3084261817431238,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5063945341990306,,1.5930592301339968,1.6799348445394908,1.3084261817431238,,,,0.5,,,,0.0,,0.0,,0.0,,
1.5063945341990306,,1.5930592301339968,1.6799348445394908,1.3084261817431238,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5063945341990306,,1.5930592301339968,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5063945341990306,,1.5930592301339968,1.6812324784653725,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5930592301339968,1.6812324784653725,1.3110663116826045,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5881766214355062,1.6812324784653725,1.307257732346785,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5881766214355062,1.6799348445394908,1.3155397704606366,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5881766214355062,1.6785092475939314,1.308158893422289,,,,0.0,,,,0.0,,0.25,,0.25,,
1.5087760123101408,,1.5881766214355062,1.6785092475939314,1.3071762342398017,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5087760123101408,,1.5881766214355062,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.5881766214355062,1.6857889365438898,1.3110663116826045,,,,0.0,,,,0.0,,0.25,,0.25,,
1.5114937289257806,,1.5881766214355062,1.6799348445394908,1.3155397704606366,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5881766214355062,1.6799348445394908,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.3071762342398017,,,,0.0,,,,0.0,,0.25,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.307496179951143,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5114937289257806,,1.5930592301339968,1.6785092475939314,1.3081175356361403,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.5930592301339968,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3075360875002209,,,,0.0,,,,0.25,,0.0,,0.75,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.5,,
1.5110765767349663,,1.592960109097416,1.6785092475939314,1.3155397704606366,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5137007831411815,,1.5938050929224936,1.6785092475939314,1.3110663116826045,,,,0.25,,,,0.25,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3095058271294593,,,,0.0,,,,0.25,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5110204499895166,,1.5930592301339968,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.25,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.25,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5110204499895166,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110204499895166,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110204499895166,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5087760123101408,,1.592960109097416,1.6799348445394908,1.3071762342398017,,,,0.0,,,,0.0,,0.25,,0.0,,
1.5087760123101408,,1.592960109097416,1.6825076152425795,1.3071762342398017,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3040268182187298,,,,0.0,,,,0.0,,0.25,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.0,,0.0,,0.25,,
1.5114937289257806,,1.592960109097416,1.6785092475939314,1.3102781652188429,,,,0.25,,,,0.0,,0.0,,0.0,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.3110663116826045,,,,0.25,,,,0.0,,0.0,,0.25,,
1.5110765767349663,,1.592960109097416,1.6799348445394908,1.3110663116826045,,,,0.25,,,,0.0,,0.25,,0.0,,
1.5110765767349663,,1.592960109097416,1.6799348445394908,1.3110663116826045,,,,0.0,,,,0.0,,0.0,,0.0,,
1.5110765767349663,,1.5937516756103942,1.6785092475939314,1.308898551889399,,,,0.0,,,,0.25,,0.25,,0.25,,
1.5087760123101408,,1.592960109097416,1.6785092475939314,1.308898551889399,,,,0.25,,,,0.25,,0.0,,0.0,,
