7_z,8_z,9_z,10_z,11_z,timestamp,7_z,7_vx,8_z,8_vx,9_z,9_vx,10_z,10_vx,11_z,11_vx
1.7671166188937557,,,,1.548136220413158,,,1.25,,,,,,,,0.0
1.7864681106631264,,,,1.548136220413158,,,2.5,,,,,,,,0.0
1.7922352498014296,,,,1.5454592547540196,,,2.0,,,,,,,,0.25
,,,,1.5454592547540196,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.25
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,1.894536498183544,,1.548136220413158,,,,,,,,,,,0.0
,,1.8941914206929904,,1.548136220413158,,,,,,,0.25,,,,0.0
,,1.8941914206929904,,1.548136220413158,,,,,,,0.0,,,,0.0
,,1.8870158160203163,,1.548136220413158,,,,,,,0.25,,,,0.0
,,2.0936040175402097,,1.548136220413158,,,,,,,2.25,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,1.9697802700426807,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,1.8930547979189425,,1.548136220413158,,,,,,,,,,,0.0
,,1.9006376090485524,,1.548136220413158,,,,,,,1.25,,,,0.0
,,1.894262549890212,,1.548136220413158,,,,,,,0.25,,,,0.0
,,1.88883025739108,,1.548136220413158,,,,,,,1.0,,,,0.0
,,1.8690966520277512,,1.546143096631087,,,,,,,1.25,,,,0.0
,,1.8380446942448023,,1.546143096631087,,,,,,,1.25,,,,0.0
,,1.831649134103816,,1.548136220413158,,,,,,,0.25,,,,0.0
,,1.8240835904117445,,1.546143096631087,,,,,,,0.25,,,,0.0
,,1.8180183973044928,,1.548136220413158,,,,,,,0.0,,,,0.0
,,1.8380446942448023,,1.548136220413158,,,,,,,0.5,,,,0.0
,,1.8576790133091716,,1.548136220413158,,,,,,,0.75,,,,0.0
,,1.8861418809008603,,1.548136220413158,,,,,,,1.5,,,,0.0
,,1.8946913731081825,,1.548136220413158,,,,,,,1.75,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
,,,,1.548136220413158,,,,,,,,,,,0.0
1.7607137021876516,,,,1.548136220413158,,,,,,,,,,,0.0
1.740978204413158,,,,1.548136220413158,,,1.0,,,,,,,,0.0
1.740978204413158,,,,1.546143096631087,,,0.0,,,,,,,,0.0
1.740978204413158,,1.8245358272011785,,1.546143096631087,,,0.0,,,,,,,,0.0
1.740978204413158,,1.8240835904117445,1.90422159765566,1.548136220413158,,,0.0,,,,0.0,,,,0.0
1.740978204413158,,1.8314332315211803,1.905345372770982,1.548136220413158,,,0.0,,,,0.25,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.905345372770982,1.548136220413158,,,0.0,,,,0.25,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.910110989787989,1.548136220413158,,,0.0,,,,0.0,,0.25,,0.0
1.740978204413158,,1.8245358272011785,1.910110989787989,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.910110989787989,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.910110989787989,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.7441798109088524,,1.8245358272011785,1.905345372770982,1.548136220413158,,,0.25,,,,0.0,,0.25,,0.0
1.740978204413158,,1.8245358272011785,1.905345372770982,1.548136220413158,,,0.25,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.905345372770982,1.546143096631087,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.905345372770982,1.546143096631087,,,0.0,,,,0.0,,0.0,,0.0
1.744150963593034,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.25,,,,0.0,,0.0,,0.25
1.7437781974796818,,1.8245358272011785,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.5
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9081069650676896,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9081069650676896,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.25
1.7441798109088524,,1.8245358272011785,1.9081069650676896,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.25
1.7441798109088524,,1.8245358272011785,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.25
1.7441798109088524,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.0,,,,0.25,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8229734857916275,1.9081069650676896,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.0,,,,0.0,,0.0,,0.0
1.744150963593034,,1.8229734857916275,1.9070829195864265,1.54923560369063,,,0.25,,,,0.0,,0.0,,0.0
1.7400466955338192,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8229734857916275,1.9070829195864265,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.0
1.737090449441468,,1.7976299373111313,1.9070829195864265,1.5465497597857911,,,0.25,,,,0.5,,0.0,,0.0
1.737090449441468,,1.8185608893989391,1.9070829195864265,1.5465497597857911,,,0.0,,,,1.0,,0.0,,0.0
1.740978204413158,,1.818905556292672,1.9070829195864265,1.548136220413158,,,0.25,,,,0.25,,0.0,,0.5
1.740978204413158,,1.818905556292672,1.9070829195864265,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8185608893989391,1.9070829195864265,1.548136220413158,,,0.0,,,,0.25,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.548136220413158,,,0.0,,,,0.25,,0.0,,0.0
1.740978204413158,,1.8245358272011785,1.9070829195864265,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.740978204413158,,1.8173147318530545,1.9070829195864265,1.548136220413158,,,0.0,,,,0.0,,0.0,,0.0
1.7389811869467666,,1.8173147318530545,1.9070829195864265,1.5438792342716117,,,0.0,,,,0.0,,0.0,,0.25
1.7389811869467666,,1.8173147318530545,1.9070829195864265,1.5430407319957178,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8250010468019648,1.9070829195864265,1.5438792342716117,,,0.0,,,,0.25,,0.0,,0.25
1.740978204413158,,1.8250010468019648,1.9070829195864265,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8229734857916275,1.9030719200315016,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8229734857916275,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8250010468019648,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.740978204413158,,1.8229734857916275,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.741000871617353,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.5,,,,0.0,,0.0,,0.25
1.7400466955338192,,1.8229734857916275,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.738057496360346,,1.8250010468019648,1.904009968951452,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.7400466955338192,,1.8250010468019648,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.0
1.7400466955338192,,1.8229734857916275,1.9070829195864265,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.0
1.7400466955338192,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.0
1.7400466955338192,,1.8229734857916275,1.9081069650676896,1.5465497597857911,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.541654376816455,,,0.0,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8250010468019648,1.904009968951452,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8250010468019648,1.904009968951452,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8250010468019648,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8250010468019648,1.904009968951452,1.5423188399610028,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.5423188399610028,,,0.0,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.5423188399610028,,,0.0,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.8250010468019648,1.9081069650676896,1.5412201128447622,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8250010468019648,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8236744013877777,1.9081069650676896,1.544654396137444,,,0.0,,,,0.25,,0.0,,0.25
1.7336005763683338,,1.8236744013877777,1.9081069650676896,1.544654396137444,,,0.25,,,,0.0,,0.0,,0.0
1.7363821055856516,,1.8229734857916275,1.9081069650676896,1.5423188399610028,,,0.25,,,,0.25,,0.0,,0.25
1.7363821055856516,,1.8250010468019648,1.9081069650676896,1.5423188399610028,,,0.0,,,,0.0,,0.0,,0.0
1.7336005763683338,,1.8225964717912304,1.9081069650676896,1.544654396137444,,,0.25,,,,0.25,,0.0,,0.25
1.737090449441468,,1.823382461461228,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8181644873605671,1.9081069650676896,1.543557085801458,,,0.0,,,,0.5,,0.0,,0.0
1.737090449441468,,1.817462355143809,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.0,,0.0
1.7400466955338192,,1.8163588819554648,1.9081069650676896,1.543557085801458,,,0.25,,,,0.25,,0.0,,0.0
1.7400466955338192,,1.8217920265547585,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.25,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9070829195864265,1.5423188399610028,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.546143096631087,,,0.0,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.5
1.740978204413158,,1.8229734857916275,1.9081069650676896,1.544654396137444,,,0.25,,,,0.0,,0.0,,0.0
1.7352717697445017,,1.8173147318530545,1.8988704616513417,1.544654396137444,,,0.25,,,,0.25,,0.25,,0.0
1.7352717697445017,,1.8185608893989391,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.25,,0.25
1.7352717697445017,,1.8183241337415912,1.9081069650676896,1.544654396137444,,,0.0,,,,0.25,,0.0,,0.25
1.737090449441468,,1.8183241337415912,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.823382461461228,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.8245358272011785,1.9081069650676896,1.543557085801458,,,0.0,,,,0.5,,0.0,,0.0
1.737090449441468,,1.8173147318530545,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8229734857916275,1.9081069650676896,1.5423188399610028,,,0.0,,,,0.25,,0.0,,0.25
1.7352717697445017,,1.8229734857916275,1.910757164919266,1.5412201128447622,,,0.0,,,,0.0,,0.25,,0.25
1.7352717697445017,,1.8229734857916275,1.910757164919266,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.0
1.7352717697445017,,1.8173147318530545,1.9099541759854104,1.5412201128447622,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.8173147318530545,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.25,,0.0
1.7352717697445017,,1.8173147318530545,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.7336005763683338,,1.8173147318530545,1.9081069650676896,1.542023614901212,,,0.25,,,,0.0,,0.0,,0.5
1.7384287511852488,,1.8229734857916275,1.9081069650676896,1.542023614901212,,,0.5,,,,0.25,,0.0,,0.0
1.7384287511852488,,1.8173147318530545,1.9081069650676896,1.5423188399610028,,,0.0,,,,0.25,,0.0,,0.5
1.7384287511852488,,1.8229734857916275,1.9081069650676896,1.544654396137444,,,0.0,,,,0.25,,0.0,,0.25
1.7384287511852488,,1.8217920265547585,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.8217920265547585,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8173147318530545,1.9081069650676896,1.5423188399610028,,,0.25,,,,0.25,,0.0,,0.25
1.737090449441468,,1.8173147318530545,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.25
1.7336005763683338,,1.8229734857916275,1.9081069650676896,1.544654396137444,,,0.25,,,,0.25,,0.0,,0.0
1.7336005763683338,,1.8173147318530545,1.9081069650676896,1.5472466494616055,,,0.0,,,,0.25,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.9081069650676896,1.546143096631087,,,0.25,,,,0.25,,0.0,,0.25
1.7336005763683338,,1.8229734857916275,1.9081069650676896,1.546143096631087,,,0.25,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8229734857916275,1.904009968951452,1.5433724529241566,,,0.25,,,,0.0,,0.0,,0.0
1.737090449441468,,1.8217920265547585,1.9081069650676896,1.5444683138206017,,,0.0,,,,0.0,,0.0,,0.25
1.7384287511852488,,1.8229734857916275,1.90318982883076,1.5472466494616055,,,0.25,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.8229734857916275,1.90318982883076,1.546143096631087,,,0.0,,,,0.0,,0.0,,0.25
1.7384287511852488,,1.8229734857916275,1.90318982883076,1.546143096631087,,,0.0,,,,0.0,,0.0,,0.0
1.7349210689695194,,1.8229734857916275,1.90318982883076,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.7349210689695194,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.0
1.7349210689695194,,1.8229734857916275,1.90318982883076,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.25
1.7349210689695194,,1.8185608893989391,1.910757164919266,1.544654396137444,,,0.0,,,,0.5,,0.25,,0.0
1.7352717697445017,,1.8173147318530545,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.25,,0.25
1.7352717697445017,,1.8163588819554648,1.910757164919266,1.543557085801458,,,0.0,,,,0.0,,0.25,,0.0
1.731937248422598,,1.8173147318530545,1.910757164919266,1.544367048056399,,,0.25,,,,0.0,,0.0,,0.25
1.737090449441468,,1.8229734857916275,1.910757164919266,1.543557085801458,,,0.25,,,,0.25,,0.0,,0.25
1.7336005763683338,,1.8229734857916275,1.904009968951452,1.544654396137444,,,0.25,,,,0.0,,0.25,,0.25
1.7400466955338192,,1.8229734857916275,1.910757164919266,1.543557085801458,,,0.5,,,,0.0,,0.25,,0.25
1.7352717697445017,,1.8229734857916275,1.910757164919266,1.5412201128447622,,,0.25,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8173147318530545,1.910757164919266,1.5412201128447622,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.8173147318530545,1.910757164919266,1.5472466494616055,,,0.0,,,,0.0,,0.0,,0.25
1.7384287511852488,,1.8229734857916275,1.9081069650676896,1.5465497597857911,,,0.25,,,,0.25,,0.25,,0.25
1.7352717697445017,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8229734857916275,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.0
1.7352717697445017,,1.8179001442241711,1.9081069650676896,1.544654396137444,,,0.0,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8163588819554648,1.9081069650676896,1.544654396137444,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.8179001442241711,1.9081069650676896,1.544654396137444,,,0.0,,,,0.25,,0.0,,0.0
1.7352717697445017,,1.8171060029977857,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8179734127944456,1.9081069650676896,1.543557085801458,,,0.0,,,,0.5,,0.0,,0.0
1.7352717697445017,,1.824394121851962,1.9081069650676896,1.543557085801458,,,0.0,,,,0.5,,0.0,,0.0
1.7384287511852488,,1.8250010468019648,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.8241189691733148,1.910757164919266,1.543557085801458,,,0.0,,,,0.25,,0.25,,0.0
1.7384287511852488,,1.8241189691733148,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.25,,0.0
1.7352717697445017,,1.8166441633578223,1.9081069650676896,1.543557085801458,,,0.25,,,,0.0,,0.0,,0.0
1.7352717697445017,,1.8173147318530545,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.8173147318530545,1.9081069650676896,1.5412201128447622,,,0.0,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.8250010468019648,1.9081069650676896,1.543557085801458,,,0.25,,,,0.25,,0.0,,0.25
1.731937248422598,,1.8179734127944456,1.9081069650676896,1.543557085801458,,,0.5,,,,0.5,,0.0,,0.0
1.731937248422598,,1.8179734127944456,1.9081069650676896,1.544367048056399,,,0.0,,,,0.0,,0.0,,0.25
1.7384287511852488,,1.8179734127944456,1.9081069650676896,1.544367048056399,,,0.5,,,,0.0,,0.0,,0.0
1.7384287511852488,,1.818495143864864,1.9081069650676896,1.543557085801458,,,0.0,,,,0.25,,0.0,,0.25
1.7349210689695194,,1.818905556292672,1.9081069650676896,1.5412201128447622,,,0.25,,,,0.0,,0.0,,0.25
1.7352717697445017,,1.818905556292672,1.9081069650676896,1.543557085801458,,,0.0,,,,0.0,,0.0,,0.25
1.7384287511852488,,1.8236744013877777,1.9070829195864265,1.543557085801458,,,0.25,,,,0.5,,0.0,,0.0
1.7384287511852488,,1.8158626423767965,1.9070829195864265,1.5419829966639782,,,0.0,,,,0.25,,0.0,,0.25
1.7327323830967012,,1.81609221244977,1.8978463332234592,1.544654396137444,,,0.25,,,,0.0,,0.25,,0.0
1.739412852394998,,1.824394121851962,1.9030719200315016,1.5411542762567851,,,0.25,,,,0.5,,0.25,,0.25
1.7335900074619024,,1.818429876568344,1.9107690979569716,1.538601348634934,,,0.5,,,,0.25,,1.25,,0.25
1.7384144798348649,,1.824408519619267,1.908139752260052,1.5411483274680116,,,0.5,,,,0.75,,0.25,,0.25
1.7384144798348649,,1.824408519619267,1.8939414438973647,1.546508346217948,,,0.0,,,,0.0,,0.25,,0.25
1.7384144798348649,,1.817200541597412,1.8939414438973647,1.5439353556046365,,,0.0,,,,0.25,,0.0,,0.0
1.7384144798348649,,1.823824339949801,1.900582063370347,1.544891041609492,,,0.0,,,,0.25,,0.0,,0.0
1.7378486390366017,,1.8173675257645472,1.8995918693332567,1.5445508756269923,,,0.5,,,,0.25,,0.0,,0.5
1.7378486390366017,,1.816222077136893,1.895646478551757,1.5411013635930737,,,0.0,,,,0.0,,0.0,,0.25
1.7407330918874169,,1.8173675257645472,1.8995918693332567,1.5385435312622533,,,0.25,,,,0.0,,0.0,,0.25
1.7378486390366017,,1.8182148812826464,1.9009603611626675,1.5385435312622533,,,0.25,,,,0.25,,0.0,,0.0
1.73840016747134,,1.8193740765736075,1.9004720345866624,1.5421762329996953,,,0.5,,,,0.25,,0.5,,0.25
1.7417599999460291,,1.8258532587824123,1.9099018969037544,1.5445065208420303,,,0.25,,,,0.5,,0.25,,0.25
1.7378355095925455,,1.8189798882230488,1.9081724794620885,1.5384988568254556,,,0.25,,,,0.25,,0.0,,0.5
1.7407261979814574,,1.8189798882230488,1.8979223583540743,1.5365188449315783,,,0.25,,,,0.0,,0.25,,0.0
1.73915770674048,,1.8189798882230488,1.900616916867456,1.5384988568254556,,,0.0,,,,0.0,,0.0,,0.0
1.7432265970200551,,1.812309520988078,1.8996295228106328,1.5395847600824724,,,0.25,,,,0.5,,0.0,,0.25
1.7432265970200551,,1.8125017847886205,1.8917749958534764,1.5429861206891489,,,0.0,,,,0.25,,0.25,,0.25
1.734313189371078,,1.8125017847886205,1.8981571553854413,1.5392529853756454,,,0.75,,,,0.0,,0.25,,0.25
1.741741524199344,,1.818226559576524,1.9057649015362144,1.5384538188727823,,,0.0,,,,0.25,,0.25,,0.25
1.7378223342962318,,1.818226559576524,1.9040589360363227,1.5384538188727823,,,0.25,,,,0.0,,0.0,,0.0
1.7391451245458132,,1.8120214936417305,1.8989772054489724,1.548318907615687,,,0.25,,,,0.25,,0.25,,0.5
1.7356163438113357,,1.818994559762228,1.9040589360363227,1.5429436473958436,,,0.25,,,,0.25,,0.25,,0.0
1.7391451245458132,,1.818994559762228,1.9040589360363227,1.5429436473958436,,,0.25,,,,0.0,,0.0,,0.0
1.7391451245458132,,1.8114319568726645,1.9040589360363227,1.5392080566716542,,,0.0,,,,0.25,,0.0,,0.25
1.7391451245458132,,1.8114319568726645,1.894933521005095,1.540958323483536,,,0.0,,,,0.0,,0.25,,0.0
1.739129219423308,,1.8120214936417305,1.894933521005095,1.542140490030373,,,0.25,,,,0.0,,0.0,,0.0
1.7363982623617995,,1.8120214936417305,1.894933521005095,1.5369025314671616,,,0.0,,,,0.0,,0.0,,0.25
1.7391451245458132,,1.818226559576524,1.9040589360363227,1.5369025314671616,,,0.25,,,,0.25,,0.25,,0.0
1.734662089933928,,1.8179548782709063,1.9040589360363227,1.5432887344354178,,,0.5,,,,0.0,,0.0,,0.5
1.7325063920156294,,1.8119974134505996,1.8996446859834557,1.5429861206891489,,,0.5,,,,0.75,,0.5,,0.5
1.7364102125016825,,1.8174465520875729,1.9132888600483189,1.5422261955056251,,,1.0,,,,0.5,,0.75,,0.75
1.73643677754908,,1.817925620672584,1.9092211647826425,1.542268494128764,,,0.25,,,,0.75,,1.0,,1.0
1.7290363980350938,,1.817910861366796,1.9057245217948924,1.5431113079144243,,,1.0,,,,1.0,,0.75,,1.25
1.73593032378995,,1.8110422769081205,1.9057108691373688,1.539768698173385,,,1.5,,,,1.25,,1.0,,0.75
