timestamp,7_z,7_vx,8_z,8_vx,9_z,9_vx,10_z,10_vx,11_z,11_vx,145_z,145_vx
30563.86666666667,1.0682729919150373,807.25,0.4766524154550278,1676.75,1.1607197298189973,535.25,1.263167441184457,297.25,0.866588777891887,1119.25,,
30580.550000000003,1.0650366224870151,826.5,0.47924981928640387,1719.75,1.1575378358682358,553.25,1.2671478538079786,312.0,0.8677510523085409,1142.25,,
30597.233333333334,1.0621333682971772,846.0,0.4783421282419515,1761.75,1.1632591008736666,570.75,1.265776430926578,329.75,0.8698865435026987,1165.25,,
30613.916666666668,1.0604308516233276,864.5,0.47942578510856004,1803.0,1.1647669966502754,588.0,1.2630707180443574,346.25,0.8698239737470344,1187.25,,
30630.600000000002,1.0598481672387363,883.5,0.47953595269707877,1846.0,1.1619699543607382,605.75,1.2669800714924198,363.0,0.8675523963121012,1210.5,,
30647.283333333333,1.0555397169478977,902.5,0.480885282233147,1886.75,1.160623401534218,622.75,1.2587251097413594,378.75,0.8604024222821315,1234.25,,
30663.966666666667,1.0564232712587933,922.5,0.48086682176941997,1930.75,1.1565274593839496,640.75,1.2611823317676172,396.75,0.8614924531954274,1257.5,,
30680.65,1.0571916940725312,942.0,0.4822576913653406,1974.5,1.1581256624828264,657.5,1.2660589152880852,413.25,0.8677183665673748,1280.25,,
30697.333333333336,1.0516409322506222,961.5,0.48180135320763146,2015.75,1.1618058093624124,675.0,1.2659976589303676,429.5,0.8614117408617944,1303.5,,
30714.01666666667,1.0420533671487773,980.5,0.4836814775954181,2060.25,1.1539787418030565,692.75,1.265281788202034,446.75,0.8629162935316947,1326.5,,
30730.7,1.0517436574585817,999.25,0.4823760644067984,2102.75,1.1569857514511674,709.75,1.267261284237293,463.25,0.8593823307919919,1351.25,,
30747.383333333335,1.053429688159514,1018.5,0.48175183348888445,2145.75,1.157359147598336,728.0,1.2601972018384444,480.25,0.8572453874810625,1373.0,,
30764.06666666667,1.040473217739251,1038.0,0.4825366048493243,2187.0,1.1577161095663644,745.0,1.2602949260755028,497.0,0.859674348699455,1395.25,,
30780.75,1.0513792950526137,1057.25,0.48130711720228725,2232.0,1.1554648151848688,763.25,1.25884441561643,512.75,0.8537651758298475,1417.5,,
30797.433333333334,1.050070576085128,1077.0,0.4810401971634954,2274.0,1.1566172445899316,780.5,1.255875964862294,529.75,0.8609086417149556,1442.0,,
30814.11666666667,1.0446459173065166,1096.5,0.481958808760574,2316.25,1.1485208613650444,798.0,1.2586467277460267,545.75,0.8556357660883431,1465.25,,
30830.8,1.0457892872420922,1115.25,0.47970383192883365,2360.25,1.151476192351123,815.75,1.2584309890870233,561.75,0.8544140915364756,1488.25,,
30847.483333333337,1.0429667068929278,1134.0,0.48028053094141,2401.75,1.1496654592965656,833.0,1.2544123745793547,578.75,0.8589872029690628,1511.5,,
30864.166666666668,1.0389559412705405,1153.5,,,1.1534094676760323,851.0,1.2587393719768751,595.0,0.8533818666018016,1534.5,,
30880.850000000002,1.0370103470924261,1173.5,,,1.1468120352055984,868.25,1.2469268903043644,610.75,0.8560817883977719,1558.5,,
30897.533333333336,1.0360837067478776,1192.75,,,1.1460549653449155,886.5,1.2451298790761887,626.5,0.8541241373873807,1580.5,,
30914.216666666667,1.0273771595571073,1211.0,,,1.1462923644397789,904.5,1.2530781509410762,642.5,0.8547578094437948,1604.5,,
30930.9,1.0401614398693289,1230.75,,,1.1454547008184741,921.75,1.2532647184309857,658.75,0.85155725314298,1627.5,,
30947.583333333336,1.0409959376203028,1250.5,,,1.1500560648675806,939.75,1.2535130396460201,674.75,0.8512870983386801,1650.75,,
30964.266666666666,1.0303148159539988,1268.5,,,1.1428110974191525,957.25,1.2490504056426368,690.5,0.8524211655622692,1674.5,,
30980.95,1.03652333119602,1288.75,,,1.1386089035779372,974.75,1.2505349765627738,707.25,0.8525770809930198,1698.5,,
30997.633333333335,1.0389787628371134,1308.25,,,1.131407069802778,992.25,1.24804695195706,723.75,0.8623238201645549,1721.25,,
31014.31666666667,1.0371372101348322,1327.5,,,1.141767093037997,1010.5,1.2452006869117915,739.25,0.8601823656073349,1744.0,,
31031.000000000004,1.0318138141523845,1347.0,,,1.1398904113772947,1027.75,1.2497227385497651,755.75,0.8539880700608726,1768.25,,
31047.683333333334,1.033244903027672,1366.25,,,1.1411578698168157,1045.0,1.2487548245109414,771.75,0.8545962883767773,1791.0,,
31064.36666666667,1.0297151057454328,1385.5,,,1.1348174955658692,1062.75,1.2490689451584,787.75,0.8529173959520403,1815.75,,
31081.050000000003,1.0386522207665643,1404.75,,,1.1373644640534142,1081.5,1.239855553482064,805.25,0.8580344009631272,1838.75,,
31097.733333333334,1.0316626513267744,1423.25,,,1.1372403094511816,1098.25,1.2425844992943849,820.5,0.8578016061092874,1861.75,,
31114.416666666668,1.0314090168471657,1444.25,,,1.134789667074494,1116.5,1.2419722621683742,836.75,0.8538520405651214,1885.75,,
31131.1,1.0306862569895745,1462.75,,,1.135555240930769,1134.0,1.2412178057444587,852.75,0.8593533516557462,1909.5,,
31147.783333333336,1.0186350034274974,1482.75,,,1.1303948997096755,1152.25,1.2495837399018712,869.25,0.8581628092089122,1933.5,,
31164.46666666667,1.0283675769332876,1502.25,,,1.1280260748233966,1170.0,1.2338342707780636,886.25,0.8616857350103736,1956.25,,
31181.15,1.0284798624166225,1521.25,,,1.1233939932566082,1187.75,1.2315646773623952,901.75,0.8574752538683407,1980.5,,
31197.833333333336,1.0306652146009125,1541.75,,,1.1248024737879985,1205.75,1.2368329558710744,918.25,0.858498809451385,2003.0,,
31214.51666666667,1.0248366100850173,1561.25,,,1.1232258971335491,1223.5,1.237784249125342,935.75,0.8540851332421873,2026.75,,
31231.2,1.0310386796261766,1580.0,,,1.1291397960668381,1242.25,1.2423010050006558,951.5,0.8647140774043627,2051.75,,
31247.883333333335,1.0264813602643443,1600.25,,,1.1209701579428426,1259.5,1.2319876135743744,968.25,0.8631128121125735,2073.75,,
31264.566666666666,1.026847016013709,1619.25,,,1.119216367674837,1277.25,1.2404762635301079,984.75,0.8612003045614548,2097.0,,
31281.25,1.0251922056301088,1638.5,,,1.131352373735148,1294.25,1.2323533338702306,1000.5,0.8645624706506607,2121.25,,
31297.933333333338,1.0316941984934385,1658.0,,,1.1241943166104402,1313.0,1.2295720398982837,1016.25,0.8636698476344901,2143.25,,
31314.61666666667,1.0373220231402065,1678.0,,,1.1261888558200728,1330.5,1.2221430449535782,1033.0,0.8627113846136367,2167.75,,
31331.300000000003,1.0276252556108556,1697.75,,,1.1231901903571808,1348.75,1.2356800691229939,1049.0,0.8657482937881885,2193.0,,
31347.983333333334,1.0302520652950866,1717.75,,,1.1267138696385386,1366.25,1.2395885469546735,1065.5,0.8644426290692455,2215.5,,
31364.666666666668,1.0308399882308326,1737.0,,,1.1200381599330353,1383.5,1.2313710783312861,1082.5,0.8614399302143497,2239.5,,
31381.350000000002,1.0367401694245424,1755.0,,,1.11766513261473,1402.25,1.2342579703184902,1099.0,0.859848255863037,2264.0,,
31398.033333333333,1.0307294609642406,1777.75,,,1.1176421766715035,1419.75,1.2188565711509511,1115.75,0.8643830049036159,2287.25,,
31414.716666666667,1.036331395400088,1796.0,,,1.1152302942094798,1437.0,1.2204144607080003,1130.75,0.8660812925821452,2311.5,,
31431.4,1.033605272886854,1816.0,,,1.1178035903835652,1455.75,1.2247628999333309,1148.0,0.8591250987205418,2334.5,,
31448.083333333336,1.038082760620883,1836.25,,,1.1134209155876083,1473.5,1.2210587464713545,1164.0,0.8593177740069584,2357.75,,
31464.76666666667,1.0348146367703137,1855.25,,,1.1191462455084766,1490.75,1.2247215615879898,1181.0,0.8544321593594663,2382.0,,
31481.45,1.0351527175588373,1875.5,,,1.1269569270380213,1510.0,1.2220691596448379,1197.0,0.8574355599283242,2406.0,,
31498.133333333335,1.0391950013244204,1894.75,,,1.1259492276608094,1527.0,1.2179656907498677,1213.25,0.8548660950467883,2429.25,,
31514.81666666667,1.0416547866879493,1915.0,,,1.1212150204091176,1545.75,1.2204634896207667,1230.25,0.8560694733716502,2453.5,,
31531.5,1.0399507106026877,1934.0,,,1.1151907014023792,1561.75,1.2207279517748346,1246.75,0.8584639695261161,2476.75,,
31548.183333333334,1.0368965878811185,1953.75,,,1.1238570088965176,1581.0,1.2290448032285133,1263.0,0.8539859453730791,2502.0,,
31564.86666666667,1.0389121200418026,1973.75,,,1.1099351629892809,1600.0,1.225971527934195,1279.75,0.8539840833617808,2526.0,,
31581.55,1.0383548919143353,1993.0,,,1.1236170425223866,1617.5,1.220236859493588,1295.75,0.8870109327261267,2550.25,,
31598.233333333337,1.0347690164790044,2014.0,,,1.113007079260204,1636.0,1.2139720950767534,1312.75,,,,
31614.916666666668,1.043850713544001,2033.0,,,1.1211623667411146,1652.5,1.219203618625011,1328.25,,,,
31631.600000000002,1.0414666591028028,2053.25,,,1.11945760503266,1670.75,1.2182112259917757,1345.0,,,,
31648.283333333336,1.0435480302977216,2072.5,,,1.1194676762877056,1688.25,1.220399533892408,1361.75,,,,
31664.966666666667,1.0442924285813866,2092.75,,,1.115121852264947,1707.5,1.219231580583934,1378.25,,,,
31681.65,1.0471607790263187,2111.5,,,1.1191411467426793,1725.25,1.2125776750916086,1394.25,,,,
31698.333333333336,1.053128676281905,2131.0,,,1.1145236309629596,1743.0,1.2176474611199521,1410.5,,,,
31715.016666666666,1.044386749767548,2151.25,,,1.1206096564066836,1761.25,1.225842707263205,1427.25,,,,
31731.7,1.0428696808635947,2170.0,,,1.1198268708197168,1779.0,1.2103154818186725,1443.0,,,,
31748.383333333335,1.0464774133133725,2191.0,,,1.1203649310034232,1798.25,1.203651396398333,1460.75,,,,
31765.06666666667,1.043476982180365,2210.75,,,1.1195941529114846,1815.0,1.2082637308228967,1476.75,,,,
31781.750000000004,1.0425938360441243,2231.0,,,1.120994431422696,1833.75,1.2154923269200633,1493.5,,,,
31798.433333333334,1.0474790719147373,2251.5,,,1.122798831691599,1852.0,1.212982860571133,1509.5,,,,
31815.11666666667,1.0431676701937984,2271.0,,,1.1221309869737148,1870.5,1.209509315831269,1527.0,,,,
31831.800000000003,1.0396574792306001,2291.5,,,1.1238590875941996,1888.75,1.2062651875962684,1544.0,,,,
31848.483333333334,1.0486573377292074,2311.0,,,1.126711535223494,1906.25,1.2176225011139075,1559.25,,,,
31865.166666666668,1.0376861888568394,2329.5,,,1.1276680626608993,1924.25,1.2113810382130061,1576.5,,,,
31881.85,1.0431791817699325,2348.75,,,1.1304006377452707,1940.25,1.2158918450526421,1592.5,,,,
31898.533333333336,1.0463844371576367,2366.5,,,1.124761187814469,1958.25,1.2067384037886808,1607.0,,,,
