timestamp,7_z,7_vx,8_z,8_vx,9_z,9_vx,10_z,10_vx,11_z,11_vx
0.0,1.747325304299228,2093.0,,,,,,,1.5481362204131581,2416.5
16.683333333333334,1.747325304299228,2093.0,,,,,,,1.5481362204131581,2416.5
33.36666666666667,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
50.050000000000004,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
66.73333333333333,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
83.41666666666667,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
100.10000000000001,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
116.78333333333333,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
133.46666666666667,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
150.15,1.747325304299228,2093.0,,,,,,,1.5454592547540196,2416.75
166.83333333333334,1.747325304299228,2093.0,,,,,,,1.5454592547540196,2416.75
183.51666666666668,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
200.20000000000002,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
216.88333333333335,1.7447277165049622,2093.0,,,,,,,1.5454592547540196,2416.75
233.56666666666666,1.748683665777729,2092.75,,,,,,,1.5454592547540196,2416.75
250.25000000000003,1.748683665777729,2092.75,,,,,,,1.5454592547540196,2416.75
266.93333333333334,1.7404465676468808,2093.25,,,,,,,1.5454592547540196,2416.75
283.6166666666667,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
300.3,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
316.98333333333335,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
333.6666666666667,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
350.35,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
367.03333333333336,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
383.7166666666667,1.7437781974796818,2092.75,,,,,,,1.5481362204131581,2416.5
400.40000000000003,1.7437781974796818,2092.75,,,,,,,1.5481362204131581,2416.5
417.08333333333337,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
433.7666666666667,1.7471613026265815,2093.0,,,,,,,1.5481362204131581,2416.5
450.45000000000005,1.7437781974796818,2092.75,,,,,,,1.5481362204131581,2416.5
467.1333333333333,1.7671166188937555,2094.0,,,,,,,1.5481362204131581,2416.5
483.81666666666666,1.7864681106631264,2096.5,,,,,,,1.5481362204131581,2416.5
500.50000000000006,1.7922352498014296,2098.5,,,,,,,1.5454592547540196,2416.75
517.1833333333333,,,,,,,,,1.5454592547540196,2416.75
